user_id,true_label,risk_score,predicted_blacklist,risk_level,data_source
933357,1,0.979733076,1,極高風險,train
476372,1,0.979654997,1,極高風險,train
864458,1,0.979648668,1,極高風險,train
961800,1,0.979642922,1,極高風險,train
884073,1,0.979589013,1,極高風險,train
943626,,0.979554739,1,極高風險,predict
845870,1,0.979524281,1,極高風險,train
976540,1,0.979517542,1,極高風險,train
973323,1,0.97948452,1,極高風險,train
822817,1,0.979437884,1,極高風險,train
719780,1,0.979407292,1,極高風險,train
941632,1,0.979343767,1,極高風險,train
814599,1,0.979326341,1,極高風險,train
946920,,0.979208808,1,極高風險,predict
266944,1,0.97916322,1,極高風險,train
938191,1,0.979106542,1,極高風險,train
904353,1,0.979027545,1,極高風險,train
1001529,1,0.979023047,1,極高風險,train
967342,1,0.97901972,1,極高風險,train
979121,1,0.979012391,1,極高風險,train
972115,,0.978967791,1,極高風險,predict
918843,1,0.97895852,1,極高風險,train
971131,1,0.978956424,1,極高風險,train
173957,1,0.978943593,1,極高風險,train
831228,1,0.978890932,1,極高風險,train
952717,1,0.978859493,1,極高風險,train
403145,1,0.978851445,1,極高風險,train
966320,1,0.978767485,1,極高風險,train
980138,1,0.978665213,1,極高風險,train
886397,1,0.978633859,1,極高風險,train
946589,1,0.978617273,1,極高風險,train
799575,1,0.978438435,1,極高風險,train
959205,1,0.978382318,1,極高風險,train
932477,1,0.978191443,1,極高風險,train
988632,1,0.977874133,1,極高風險,train
995826,,0.977667608,1,極高風險,predict
862206,1,0.977572442,1,極高風險,train
915093,1,0.977559784,1,極高風險,train
875662,,0.977518405,1,極高風險,predict
679495,1,0.977290142,1,極高風險,train
972303,1,0.977251983,1,極高風險,train
995902,1,0.977247366,1,極高風險,train
975422,1,0.977207955,1,極高風險,train
940083,0,0.977153262,1,極高風險,train
995664,1,0.977122016,1,極高風險,train
906272,1,0.977116149,1,極高風險,train
820487,1,0.97710743,1,極高風險,train
954643,1,0.976960425,1,極高風險,train
853204,1,0.976761963,1,極高風險,train
890024,,0.97673429,1,極高風險,predict
964069,1,0.976655634,1,極高風險,train
957011,1,0.976611045,1,極高風險,train
989167,,0.976557941,1,極高風險,predict
794419,1,0.976449531,1,極高風險,train
846119,1,0.976231734,1,極高風險,train
1001110,1,0.976222155,1,極高風險,train
875994,1,0.976178143,1,極高風險,train
970958,1,0.976053786,1,極高風險,train
960956,1,0.975957666,1,極高風險,train
991524,1,0.975875549,1,極高風險,train
934187,1,0.975831899,1,極高風險,train
961551,1,0.975827884,1,極高風險,train
799006,1,0.975698676,1,極高風險,train
971654,1,0.975574509,1,極高風險,train
993463,1,0.975530154,1,極高風險,train
976444,,0.975492001,1,極高風險,predict
978421,1,0.975482528,1,極高風險,train
932164,0,0.975440998,1,極高風險,train
743818,1,0.975368189,1,極高風險,train
948749,1,0.975339567,1,極高風險,train
568264,1,0.975274001,1,極高風險,train
936127,0,0.975098555,1,極高風險,train
955541,1,0.97509214,1,極高風險,train
946229,0,0.974984935,1,極高風險,train
960180,0,0.974960141,1,極高風險,train
853465,1,0.974935371,1,極高風險,train
503741,1,0.974904863,1,極高風險,train
862827,1,0.974876204,1,極高風險,train
975596,1,0.974863741,1,極高風險,train
875280,1,0.974835733,1,極高風險,train
891958,1,0.974781379,1,極高風險,train
965023,1,0.974736023,1,極高風險,train
943724,,0.974567543,1,極高風險,predict
570419,1,0.974511565,1,極高風險,train
823018,1,0.974407237,1,極高風險,train
981734,1,0.974377941,1,極高風險,train
985534,1,0.974367739,1,極高風險,train
994188,,0.974237857,1,極高風險,predict
967568,0,0.974175924,1,極高風險,train
998915,1,0.974163834,1,極高風險,train
967091,1,0.974159539,1,極高風險,train
982712,1,0.974074634,1,極高風險,train
985485,,0.974058983,1,極高風險,predict
812973,1,0.974009937,1,極高風險,train
881427,1,0.973935624,1,極高風險,train
969744,,0.973851503,1,極高風險,predict
970009,1,0.973822976,1,極高風險,train
943669,1,0.973818888,1,極高風險,train
404798,1,0.973723366,1,極高風險,train
511744,1,0.973651667,1,極高風險,train
971183,1,0.973583282,1,極高風險,train
980522,1,0.973549821,1,極高風險,train
959084,1,0.973480939,1,極高風險,train
962373,1,0.973452987,1,極高風險,train
992556,1,0.973421087,1,極高風險,train
333116,1,0.973296778,1,極高風險,train
963532,1,0.97325858,1,極高風險,train
964375,1,0.973249987,1,極高風險,train
929158,0,0.973229885,1,極高風險,train
989898,1,0.973228813,1,極高風險,train
966827,1,0.973217226,1,極高風險,train
968637,1,0.97313486,1,極高風險,train
949957,,0.973112425,1,極高風險,predict
969302,1,0.972919033,1,極高風險,train
907025,1,0.972853172,1,極高風險,train
999846,1,0.97277174,1,極高風險,train
891233,1,0.972742172,1,極高風險,train
503941,1,0.972722155,1,極高風險,train
296434,0,0.972651125,1,極高風險,train
757605,1,0.972650879,1,極高風險,train
982631,1,0.972642003,1,極高風險,train
979764,1,0.972515883,1,極高風險,train
930123,1,0.972487402,1,極高風險,train
965382,1,0.972461795,1,極高風險,train
997287,,0.972418921,1,極高風險,predict
937622,1,0.972352857,1,極高風險,train
991715,1,0.972327552,1,極高風險,train
893561,1,0.972270587,1,極高風險,train
554249,1,0.972246786,1,極高風險,train
968590,1,0.972217846,1,極高風險,train
1000426,1,0.972209742,1,極高風險,train
768510,1,0.972204094,1,極高風險,train
971971,1,0.972180412,1,極高風險,train
759134,1,0.972117487,1,極高風險,train
990728,1,0.972113976,1,極高風險,train
954031,1,0.97210741,1,極高風險,train
964429,,0.972067126,1,極高風險,predict
968051,1,0.972052885,1,極高風險,train
915215,1,0.97202929,1,極高風險,train
399295,1,0.972015091,1,極高風險,train
998350,1,0.972001617,1,極高風險,train
921275,1,0.971915519,1,極高風險,train
972570,1,0.971780854,1,極高風險,train
889010,1,0.971771046,1,極高風險,train
909447,1,0.9717037,1,極高風險,train
987393,1,0.971655489,1,極高風險,train
24070,1,0.971585485,1,極高風險,train
956369,1,0.971493905,1,極高風險,train
932222,1,0.971481349,1,極高風險,train
980166,1,0.971346923,1,極高風險,train
886790,1,0.971341586,1,極高風險,train
887573,1,0.971285614,1,極高風險,train
984250,1,0.971258461,1,極高風險,train
756928,1,0.971081788,1,極高風險,train
614856,1,0.971066195,1,極高風險,train
899693,1,0.971024216,1,極高風險,train
993622,0,0.971006045,1,極高風險,train
918285,1,0.970968557,1,極高風險,train
957085,1,0.970947101,1,極高風險,train
923284,1,0.970836339,1,極高風險,train
853672,1,0.970745446,1,極高風險,train
118338,1,0.970742135,1,極高風險,train
992046,1,0.970667202,1,極高風險,train
954803,1,0.970617432,1,極高風險,train
945388,1,0.970579601,1,極高風險,train
985732,1,0.970539979,1,極高風險,train
345307,0,0.970537129,1,極高風險,train
965232,0,0.970503229,1,極高風險,train
978469,1,0.97046593,1,極高風險,train
981245,1,0.970393673,1,極高風險,train
996105,1,0.970368807,1,極高風險,train
963407,,0.970365595,1,極高風險,predict
981508,1,0.970358417,1,極高風險,train
981440,1,0.970346169,1,極高風險,train
916194,1,0.970272763,1,極高風險,train
965613,1,0.970204887,1,極高風險,train
993956,1,0.970174301,1,極高風險,train
906034,1,0.970172837,1,極高風險,train
959352,1,0.970166072,1,極高風險,train
950664,,0.970140655,1,極高風險,predict
966900,1,0.970011529,1,極高風險,train
907611,1,0.969957844,1,極高風險,train
991234,1,0.96993645,1,極高風險,train
983872,1,0.969904037,1,極高風險,train
995754,1,0.969838653,1,極高風險,train
973589,1,0.969832852,1,極高風險,train
865187,,0.969820686,1,極高風險,predict
967584,1,0.969792239,1,極高風險,train
394005,,0.969741182,1,極高風險,predict
830055,0,0.969486982,1,極高風險,train
952328,1,0.969454736,1,極高風險,train
976520,0,0.96945091,1,極高風險,train
964414,,0.969410991,1,極高風險,predict
842494,1,0.969256063,1,極高風險,train
951117,1,0.969165791,1,極高風險,train
749984,,0.969090811,1,極高風險,predict
980972,1,0.968990794,1,極高風險,train
972854,1,0.968975611,1,極高風險,train
882326,,0.968920853,1,極高風險,predict
81859,1,0.968899014,1,極高風險,train
963956,1,0.968865506,1,極高風險,train
965130,0,0.968863952,1,極高風險,train
914376,1,0.968840174,1,極高風險,train
987835,1,0.968837442,1,極高風險,train
960135,,0.968800211,1,極高風險,predict
937075,1,0.968776663,1,極高風險,train
992382,1,0.968716597,1,極高風險,train
992400,1,0.96868072,1,極高風險,train
974428,,0.968606832,1,極高風險,predict
963610,1,0.968538468,1,極高風險,train
969979,1,0.968491741,1,極高風險,train
975983,1,0.968484045,1,極高風險,train
827612,1,0.968473803,1,極高風險,train
882768,,0.96845915,1,極高風險,predict
974140,1,0.968387297,1,極高風險,train
957093,0,0.968313108,1,極高風險,train
967200,1,0.968311626,1,極高風險,train
923268,1,0.968299116,1,極高風險,train
888078,1,0.968298689,1,極高風險,train
971052,1,0.96825259,1,極高風險,train
957176,1,0.968049934,1,極高風險,train
970606,1,0.967999297,1,極高風險,train
958385,1,0.967970243,1,極高風險,train
926228,0,0.967961546,1,極高風險,train
119079,1,0.967933068,1,極高風險,train
89895,1,0.967872254,1,極高風險,train
903945,0,0.967754979,1,極高風險,train
986519,1,0.967731904,1,極高風險,train
967784,,0.967696953,1,極高風險,predict
880268,1,0.967686848,1,極高風險,train
894716,1,0.967649022,1,極高風險,train
886375,1,0.967644666,1,極高風險,train
1001834,1,0.967631662,1,極高風險,train
991138,0,0.967576104,1,極高風險,train
954465,1,0.967572521,1,極高風險,train
911993,,0.967533194,1,極高風險,predict
963806,1,0.967497081,1,極高風險,train
979075,1,0.967490626,1,極高風險,train
912005,1,0.967309738,1,極高風險,train
950496,0,0.96719237,1,極高風險,train
959847,,0.967140046,1,極高風險,predict
778016,1,0.967114046,1,極高風險,train
948466,1,0.967087549,1,極高風險,train
797974,,0.967067351,1,極高風險,predict
973357,0,0.967000105,1,極高風險,train
951324,1,0.966886595,1,極高風險,train
560084,1,0.966885846,1,極高風險,train
953800,0,0.966855135,1,極高風險,train
948504,1,0.966848192,1,極高風險,train
942839,,0.966796059,1,極高風險,predict
587660,1,0.966775696,1,極高風險,train
977456,1,0.966700929,1,極高風險,train
848039,1,0.966632488,1,極高風險,train
931407,0,0.966609204,1,極高風險,train
989196,0,0.966597482,1,極高風險,train
986187,1,0.966552684,1,極高風險,train
972949,1,0.966474923,1,極高風險,train
956286,1,0.966395483,1,極高風險,train
991187,1,0.966387364,1,極高風險,train
920129,1,0.966330993,1,極高風險,train
982403,1,0.966318458,1,極高風險,train
973545,1,0.9662088,1,極高風險,train
966991,1,0.966207753,1,極高風險,train
110377,1,0.966120619,1,極高風險,train
322656,1,0.966096003,1,極高風險,train
998046,1,0.965980837,1,極高風險,train
874031,,0.965968721,1,極高風險,predict
739676,1,0.96594354,1,極高風險,train
927835,0,0.965941162,1,極高風險,train
966931,,0.96585199,1,極高風險,predict
308089,1,0.965836356,1,極高風險,train
962606,0,0.965810527,1,極高風險,train
993049,1,0.965796973,1,極高風險,train
993426,0,0.965791928,1,極高風險,train
903677,1,0.965785868,1,極高風險,train
961376,0,0.96573573,1,極高風險,train
965251,1,0.965726203,1,極高風險,train
887210,1,0.965698746,1,極高風險,train
973531,1,0.965661787,1,極高風險,train
975920,1,0.965652566,1,極高風險,train
975064,1,0.965619508,1,極高風險,train
975235,1,0.965497094,1,極高風險,train
1000820,,0.965450272,1,極高風險,predict
888423,1,0.965420693,1,極高風險,train
975910,,0.965108872,1,極高風險,predict
950662,1,0.965107593,1,極高風險,train
962200,1,0.965043705,1,極高風險,train
961769,1,0.964974398,1,極高風險,train
563741,1,0.964919469,1,極高風險,train
996652,1,0.964844262,1,極高風險,train
964209,,0.964804728,1,極高風險,predict
938407,1,0.964790347,1,極高風險,train
891475,1,0.964649358,1,極高風險,train
967803,1,0.964583532,1,極高風險,train
985036,1,0.964570114,1,極高風險,train
971529,,0.9645631,1,極高風險,predict
948901,,0.96454442,1,極高風險,predict
784618,1,0.964536823,1,極高風險,train
969972,0,0.96453274,1,極高風險,train
930172,1,0.964522056,1,極高風險,train
973141,,0.96451266,1,極高風險,predict
992875,0,0.964508715,1,極高風險,train
947751,1,0.964411876,1,極高風險,train
980733,1,0.964379001,1,極高風險,train
946851,0,0.96434736,1,極高風險,train
887258,0,0.964314985,1,極高風險,train
30326,1,0.964251405,1,極高風險,train
760547,1,0.964219091,1,極高風險,train
79135,1,0.964133714,1,極高風險,train
200165,1,0.964122478,1,極高風險,train
934303,,0.964063387,1,極高風險,predict
402799,1,0.964008171,1,極高風險,train
990261,,0.963968109,1,極高風險,predict
967138,1,0.963922113,1,極高風險,train
967684,1,0.963844866,1,極高風險,train
971072,1,0.963717962,1,極高風險,train
843237,1,0.963655339,1,極高風險,train
979681,0,0.963650972,1,極高風險,train
901588,1,0.963639002,1,極高風險,train
121953,1,0.963638899,1,極高風險,train
721945,,0.963631761,1,極高風險,predict
967504,,0.963619224,1,極高風險,predict
882807,1,0.963567038,1,極高風險,train
954751,0,0.963538963,1,極高風險,train
969962,1,0.963518971,1,極高風險,train
995174,1,0.963513589,1,極高風險,train
942033,1,0.963457279,1,極高風險,train
996525,1,0.963380791,1,極高風險,train
984670,,0.963308182,1,極高風險,predict
996151,1,0.963269184,1,極高風險,train
733207,,0.963207889,1,極高風險,predict
984773,1,0.963087581,1,極高風險,train
992816,1,0.962948954,1,極高風險,train
963369,0,0.962871632,1,極高風險,train
959611,1,0.962854835,1,極高風險,train
919848,1,0.962823366,1,極高風險,train
955704,1,0.962794921,1,極高風險,train
974831,1,0.962770523,1,極高風險,train
640311,1,0.962730863,1,極高風險,train
979671,,0.962728537,1,極高風險,predict
964359,1,0.962647227,1,極高風險,train
991378,1,0.962615541,1,極高風險,train
980736,1,0.962569493,1,極高風險,train
956444,0,0.962534272,1,極高風險,train
986961,1,0.962532021,1,極高風險,train
947719,,0.962502817,1,極高風險,predict
79952,1,0.962454787,1,極高風險,train
893713,,0.962428042,1,極高風險,predict
942631,1,0.962395836,1,極高風險,train
977503,,0.962371473,1,極高風險,predict
948506,0,0.962331048,1,極高風險,train
984296,1,0.96230121,1,極高風險,train
984779,0,0.962285983,1,極高風險,train
922908,1,0.962265669,1,極高風險,train
965372,0,0.962214891,1,極高風險,train
756185,1,0.962212862,1,極高風險,train
954544,,0.96210797,1,極高風險,predict
938005,1,0.96209861,1,極高風險,train
569641,1,0.962075375,1,極高風險,train
964657,0,0.962039778,1,極高風險,train
984691,1,0.961983837,1,極高風險,train
969930,,0.961808552,1,極高風險,predict
980479,,0.961794747,1,極高風險,predict
972756,1,0.961781219,1,極高風險,train
767246,1,0.961767169,1,極高風險,train
976343,1,0.961737136,1,極高風險,train
235465,1,0.961656436,1,極高風險,train
926753,,0.961584401,1,極高風險,predict
900238,1,0.961513638,1,極高風險,train
823250,1,0.961444505,1,極高風險,train
969331,1,0.961431495,1,極高風險,train
963940,,0.961416041,1,極高風險,predict
923388,,0.961262337,1,極高風險,predict
571109,1,0.961249793,1,極高風險,train
679241,0,0.961230307,1,極高風險,train
635977,1,0.961227938,1,極高風險,train
951711,1,0.961222241,1,極高風險,train
997406,,0.961221194,1,極高風險,predict
994919,1,0.961208475,1,極高風險,train
964734,0,0.961184983,1,極高風險,train
967038,,0.961181015,1,極高風險,predict
975981,,0.961118044,1,極高風險,predict
873205,0,0.96101061,1,極高風險,train
958875,1,0.960952334,1,極高風險,train
823426,,0.96091044,1,極高風險,predict
182211,1,0.960839142,1,極高風險,train
826567,1,0.960837964,1,極高風險,train
411443,1,0.960822869,1,極高風險,train
904710,1,0.960802084,1,極高風險,train
953673,1,0.960799924,1,極高風險,train
972797,1,0.960799538,1,極高風險,train
986824,0,0.960780333,1,極高風險,train
931494,1,0.960772134,1,極高風險,train
971494,1,0.960726574,1,極高風險,train
986026,,0.960707162,1,極高風險,predict
991232,0,0.96068528,1,極高風險,train
937806,1,0.960670593,1,極高風險,train
788508,1,0.960525749,1,極高風險,train
1001463,1,0.960465268,1,極高風險,train
989233,1,0.960401539,1,極高風險,train
950777,1,0.960385202,1,極高風險,train
972447,1,0.960377751,1,極高風險,train
940971,,0.960216147,1,極高風險,predict
944277,1,0.960131829,1,極高風險,train
967867,,0.960046292,1,極高風險,predict
948606,1,0.960018597,1,極高風險,train
949212,,0.95987073,1,極高風險,predict
964237,0,0.959803401,1,極高風險,train
963468,1,0.959703955,1,極高風險,train
923363,1,0.959669813,1,極高風險,train
999068,1,0.959620642,1,極高風險,train
82198,1,0.959423389,1,極高風險,train
965431,0,0.959364387,1,極高風險,train
944350,1,0.95934512,1,極高風險,train
936229,1,0.959282231,1,極高風險,train
943577,1,0.959218976,1,極高風險,train
991473,,0.959195762,1,極高風險,predict
888203,0,0.959166552,1,極高風險,train
968256,0,0.959084355,1,極高風險,train
948560,1,0.959063322,1,極高風險,train
976222,1,0.959035372,1,極高風險,train
604285,,0.959009797,1,極高風險,predict
936353,1,0.958994446,1,極高風險,train
974980,0,0.958957087,1,極高風險,train
856066,1,0.958898476,1,極高風險,train
972404,0,0.958889127,1,極高風險,train
952379,,0.958857931,1,極高風險,predict
979440,1,0.958822526,1,極高風險,train
989938,,0.958718039,1,極高風險,predict
992402,1,0.958638409,1,極高風險,train
984579,0,0.958611945,1,極高風險,train
449410,1,0.958597221,1,極高風險,train
978593,1,0.958582036,1,極高風險,train
975616,,0.958516786,1,極高風險,predict
990438,1,0.958465284,1,極高風險,train
976246,,0.958387789,1,極高風險,predict
935683,0,0.958347774,1,極高風險,train
402862,1,0.958299601,1,極高風險,train
963491,1,0.958214278,1,極高風險,train
945874,,0.958168102,1,極高風險,predict
911904,0,0.958135131,1,極高風險,train
942342,1,0.958122668,1,極高風險,train
953102,1,0.958006563,1,極高風險,train
329489,,0.957979928,1,極高風險,predict
449076,1,0.957957956,1,極高風險,train
355650,1,0.95787487,1,極高風險,train
992684,0,0.957849876,1,極高風險,train
932136,1,0.957741008,1,極高風險,train
997515,0,0.957602906,1,極高風險,train
999976,1,0.957577228,1,極高風險,train
867449,1,0.95750463,1,極高風險,train
943498,,0.957476888,1,極高風險,predict
969407,,0.957454615,1,極高風險,predict
985654,1,0.957433217,1,極高風險,train
954982,0,0.957410332,1,極高風險,train
953959,1,0.957406801,1,極高風險,train
945875,1,0.957356029,1,極高風險,train
800025,1,0.957272137,1,極高風險,train
965068,1,0.957266783,1,極高風險,train
975940,1,0.957240867,1,極高風險,train
870745,1,0.957113315,1,極高風險,train
960139,1,0.957074755,1,極高風險,train
849131,0,0.957056891,1,極高風險,train
580607,1,0.957039216,1,極高風險,train
982528,1,0.956955796,1,極高風險,train
960074,0,0.95694113,1,極高風險,train
940092,0,0.956933724,1,極高風險,train
843713,1,0.956920416,1,極高風險,train
859207,1,0.956866276,1,極高風險,train
961713,,0.956774954,1,極高風險,predict
954200,1,0.956764107,1,極高風險,train
343098,1,0.956717378,1,極高風險,train
485245,1,0.95671651,1,極高風險,train
873442,1,0.956687371,1,極高風險,train
890696,1,0.956649357,1,極高風險,train
923266,1,0.956589246,1,極高風險,train
899375,0,0.956576659,1,極高風險,train
992334,,0.956563833,1,極高風險,predict
921761,1,0.956558827,1,極高風險,train
998397,1,0.956509578,1,極高風險,train
915976,,0.956425249,1,極高風險,predict
699297,1,0.956313973,1,極高風險,train
973679,,0.956308218,1,極高風險,predict
981538,1,0.9562785,1,極高風險,train
937355,0,0.956268732,1,極高風險,train
978077,,0.956259441,1,極高風險,predict
961369,0,0.956244494,1,極高風險,train
965305,,0.956174396,1,極高風險,predict
968015,,0.956135772,1,極高風險,predict
869009,1,0.95603808,1,極高風險,train
985479,,0.955978129,1,極高風險,predict
980549,1,0.955961755,1,極高風險,train
967612,1,0.955926899,1,極高風險,train
488674,1,0.955918694,1,極高風險,train
970075,1,0.955854315,1,極高風險,train
944497,,0.955842868,1,極高風險,predict
937580,0,0.955826283,1,極高風險,train
857189,1,0.955823433,1,極高風險,train
138787,1,0.955573662,1,極高風險,train
625186,1,0.955571965,1,極高風險,train
972186,1,0.955568687,1,極高風險,train
111067,1,0.955404987,1,極高風險,train
963171,1,0.955403902,1,極高風險,train
926849,1,0.955382011,1,極高風險,train
973606,,0.955353471,1,極高風險,predict
977268,1,0.955309018,1,極高風險,train
914924,0,0.955280563,1,極高風險,train
980221,1,0.955253417,1,極高風險,train
905734,0,0.95522569,1,極高風險,train
994321,1,0.955214572,1,極高風險,train
986176,0,0.955192544,1,極高風險,train
58625,1,0.955156129,1,極高風險,train
992498,1,0.955142553,1,極高風險,train
965841,0,0.955076095,1,極高風險,train
931858,1,0.955025442,1,極高風險,train
972362,1,0.954987907,1,極高風險,train
972667,0,0.954965775,1,極高風險,train
332973,0,0.95493113,1,極高風險,train
971795,0,0.954919831,1,極高風險,train
941810,1,0.954860234,1,極高風險,train
998634,1,0.954745306,1,極高風險,train
950568,1,0.954702261,1,極高風險,train
873020,1,0.954660789,1,極高風險,train
838590,1,0.95465663,1,極高風險,train
903916,1,0.954639472,1,極高風險,train
987817,1,0.95460505,1,極高風險,train
761406,1,0.95458308,1,極高風險,train
95398,1,0.954542859,1,極高風險,train
974880,0,0.954524654,1,極高風險,train
990855,0,0.954478596,1,極高風險,train
737633,1,0.954474196,1,極高風險,train
776564,1,0.954456759,1,極高風險,train
966873,0,0.954388101,1,極高風險,train
866680,,0.954287447,1,極高風險,predict
467847,1,0.954242245,1,極高風險,train
990255,0,0.954205192,1,極高風險,train
949693,0,0.954064364,1,極高風險,train
952909,1,0.954057478,1,極高風險,train
993458,0,0.954057257,1,極高風險,train
959241,0,0.954035863,1,極高風險,train
992750,0,0.953998332,1,極高風險,train
978335,1,0.953985293,1,極高風險,train
971003,,0.953971693,1,極高風險,predict
967925,,0.953956076,1,極高風險,predict
965416,,0.953945956,1,極高風險,predict
729592,1,0.953917992,1,極高風險,train
899142,,0.95390246,1,極高風險,predict
557452,1,0.953899889,1,極高風險,train
991043,0,0.953891191,1,極高風險,train
367838,1,0.953887931,1,極高風險,train
167216,1,0.953857226,1,極高風險,train
810805,1,0.953781862,1,極高風險,train
988157,,0.953761781,1,極高風險,predict
954821,,0.953746611,1,極高風險,predict
955310,0,0.953737602,1,極高風險,train
979188,1,0.95371232,1,極高風險,train
991875,1,0.953574803,1,極高風險,train
974359,1,0.953571761,1,極高風險,train
979786,0,0.953512081,1,極高風險,train
886302,1,0.953474373,1,極高風險,train
960831,0,0.953464231,1,極高風險,train
985588,1,0.953414438,1,極高風險,train
996913,,0.95327935,1,極高風險,predict
945285,1,0.953241238,1,極高風險,train
906358,1,0.953162975,1,極高風險,train
990387,,0.953155442,1,極高風險,predict
989318,1,0.953053164,1,極高風險,train
973726,0,0.95305296,1,極高風險,train
958765,0,0.953012141,1,極高風險,train
970352,1,0.953011774,1,極高風險,train
953194,0,0.952961866,1,極高風險,train
951856,1,0.95291395,1,極高風險,train
861481,1,0.952860378,1,極高風險,train
961528,,0.952843876,1,極高風險,predict
955271,0,0.952762737,1,極高風險,train
969319,,0.952691765,1,極高風險,predict
967010,,0.952603927,1,極高風險,predict
853129,0,0.952519971,1,極高風險,train
972474,,0.95250308,1,極高風險,predict
990057,0,0.952498765,1,極高風險,train
967613,,0.952482302,1,極高風險,predict
743751,1,0.952429192,1,極高風險,train
976466,0,0.952404047,1,極高風險,train
982815,1,0.952096036,1,極高風險,train
992537,0,0.952030255,1,極高風險,train
974877,0,0.952014414,1,極高風險,train
999303,1,0.951983424,1,極高風險,train
431424,1,0.951968957,1,極高風險,train
947041,1,0.951892897,1,極高風險,train
