user_id,true_label,risk_score,predicted_blacklist,risk_level,predicted_label_new,risk_level_new
931491,1,0.4506420597775598,1,中風險,1,极高风险
799703,0,0.4504957296565317,1,中風險,1,极高风险
985036,1,0.4504687437019049,1,中風險,1,极高风险
967574,1,0.4491304272356164,1,中風險,1,极高风险
969388,0,0.4481414740446491,1,中風險,1,极高风险
266944,1,0.4479126081893183,1,中風險,1,极高风险
587660,1,0.4478687024666812,1,中風險,1,极高风险
826567,1,0.4476509345469672,1,中風險,1,极高风险
95398,1,0.4475746067549853,1,中風險,1,极高风险
966900,1,0.4471899684936956,1,中風險,1,极高风险
970279,1,0.4466189864888106,1,中風險,1,极高风险
970172,0,0.4465046143845701,1,中風險,1,极高风险
972404,0,0.4458079661644924,1,中風險,1,极高风险
937403,0,0.4455961876839367,1,中風險,1,极高风险
952909,1,0.4446798764969515,1,中風險,1,极高风险
952717,1,0.4442650688194164,1,中風險,1,极高风险
614856,1,0.4441995134944327,1,中風險,1,极高风险
904710,1,0.443742535187533,1,中風險,1,极高风险
975767,0,0.44325005273105,1,中風險,1,极高风险
905734,0,0.4428873447816504,1,中風險,1,极高风险
842494,1,0.4426271407451962,1,中風險,1,极高风险
949693,0,0.4425788648128999,1,中風險,1,极高风险
971654,1,0.4421216928132981,1,中風險,1,极高风险
960074,0,0.4410930798816246,1,中風險,1,极高风险
963218,1,0.4402283304765468,1,中風險,1,极高风险
945388,1,0.4398756592129115,1,中風險,1,极高风险
965372,0,0.4398561633686166,1,中風險,1,极高风险
343098,1,0.4392533160726532,1,中風險,1,极高风险
944117,1,0.4391073670032666,1,中風險,1,极高风险
980549,1,0.4373463573102426,1,中風險,1,极高风险
920263,0,0.4371800374887062,1,中風險,1,极高风险
953041,0,0.4371331596482739,1,中風險,1,极高风险
961339,0,0.435995089178447,1,中風險,1,极高风险
904353,1,0.4356986935074871,1,中風險,1,极高风险
843237,1,0.434898555020046,1,中風險,1,极高风险
889196,1,0.4346493589411808,1,中風險,1,极高风险
710601,1,0.4345905112605207,1,中風險,1,极高风险
961769,1,0.4339572214548307,1,中風險,1,极高风险
969093,0,0.4336100106163553,1,中風險,1,极高风险
956465,0,0.4330148612966913,1,中風險,1,极高风险
907301,0,0.4325416756931299,1,中風險,1,极高风险
953673,1,0.4319339977841741,1,中風險,1,极高风险
970352,1,0.4315123463641977,1,中風險,1,极高风险
985534,1,0.4305110872959586,1,中風險,1,极高风险
992382,1,0.4299842238511859,1,中風險,1,极高风险
578809,0,0.4297642392378527,1,中風險,1,极高风险
973528,0,0.4297235906060565,1,中風險,1,极高风险
971947,0,0.4291118158167031,1,中風險,1,极高风险
952328,1,0.428943149554663,1,中風險,1,极高风险
946589,1,0.4282329269785596,1,中風險,1,极高风险
920129,1,0.4281322080042115,1,中風險,1,极高风险
964359,1,0.4277433234538934,1,中風險,1,极高风险
974198,1,0.4276050180874994,1,中風險,1,极高风险
956521,0,0.4274217707890453,1,中風險,1,极高风险
873428,0,0.4272999862368744,1,中風險,1,极高风险
860093,1,0.4270667179528229,1,中風險,1,极高风险
955594,0,0.4270596205664982,1,中風險,1,极高风险
918285,1,0.4270343326509335,1,中風險,1,极高风险
954031,1,0.4265488777846817,1,中風險,1,极高风险
928775,0,0.4264329322729609,1,中風險,1,极高风险
875280,1,0.4249428699627175,1,中風險,1,极高风险
916938,0,0.424513133155305,1,中風險,1,极高风险
951311,0,0.4236714813662625,1,中風險,1,极高风险
972756,1,0.4234072580232131,1,中風險,1,极高风险
867667,0,0.4228680216430645,1,中風險,1,极高风险
562056,0,0.4227970354375277,1,中風險,1,极高风险
719780,1,0.4226371824477766,1,中風險,1,极高风险
886397,1,0.4225091638223144,1,中風險,1,极高风险
929158,0,0.4216931704566808,1,中風險,1,极高风险
963956,1,0.4213299313989836,1,中風險,1,极高风险
928088,0,0.4211685950712919,1,中風險,1,极高风险
933301,1,0.4198331149326708,1,中風險,1,极高风险
970933,0,0.4184916933302647,1,中風險,1,极高风险
958875,1,0.4184019473829746,1,中風險,1,极高风险
986519,1,0.4183312866493678,1,中風險,1,极高风险
971795,0,0.4183221728909507,1,中風險,1,极高风险
888423,1,0.4182072559215664,1,中風險,1,极高风险
972594,1,0.41757875739649,1,中風險,1,极高风险
995573,1,0.4173902179735761,1,中風險,1,极高风险
951117,1,0.4171230609543784,1,中風險,1,极高风险
895526,0,0.4170177804150192,1,中風險,1,极高风险
737633,1,0.4169534787359106,1,中風險,1,极高风险
963369,0,0.4167028087503596,1,中風險,1,极高风险
841438,0,0.4161383177192082,1,中風險,1,极高风险
906034,1,0.4157021237997176,1,中風險,1,极高风险
980166,1,0.4148979760913354,1,中風險,1,极高风险
962373,1,0.4146292357897829,1,中風險,1,极高风险
933944,0,0.4140986294217805,1,中風險,1,极高风险
978514,0,0.4130469228459561,1,中風險,1,极高风险
979056,1,0.4125363096578482,1,中風險,1,极高风险
864717,0,0.4122675763679746,1,中風險,1,极高风险
831228,1,0.4117068387309923,1,中風險,1,极高风险
887257,1,0.4116980513306547,1,中風險,1,极高风险
890359,0,0.4115303194456983,1,中風險,1,极高风险
862206,1,0.4113374226728865,1,中風險,1,极高风险
800025,1,0.4112059353275534,1,中風險,1,极高风险
100622,1,0.4110968516182416,1,中風險,1,极高风险
981417,0,0.4108385589502291,1,中風險,1,极高风险
826339,1,0.4106433396963307,1,中風險,1,极高风险
970958,1,0.4105582365198057,1,中風險,1,极高风险
981438,0,0.41005240654475,1,中風險,1,极高风险
119079,1,0.4099505437757095,1,中風險,1,极高风险
863498,1,0.4098427944958095,1,中風險,1,极高风险
976540,1,0.4097088388688616,1,中風險,1,极高风险
930619,0,0.40961759639306,1,中風險,1,极高风险
972717,0,0.4093870365923429,1,中風險,1,极高风险
980138,1,0.4092863409690431,1,中風險,1,极高风险
754305,1,0.4084559964700432,1,中風險,1,极高风险
885743,1,0.408116711015559,1,中風險,1,极高风险
829803,0,0.407219350429629,1,中風險,1,极高风险
891990,0,0.4071642937209581,1,中風險,1,极高风险
928617,1,0.4071148035944243,1,中風險,1,极高风险
953261,0,0.4062450104481098,1,中風險,1,极高风险
938191,1,0.4061227517784759,1,中風險,1,极高风险
974877,0,0.4053633686519602,1,中風險,1,极高风险
967500,0,0.4052973753421731,1,中風險,1,极高风险
976499,0,0.4050315655800404,1,中風險,1,极高风险
987393,1,0.4049170616134196,1,中風險,1,极高风险
962590,0,0.4046146277600896,1,中風險,1,极高风险
970448,1,0.4034418142279651,1,中風險,1,极高风险
982823,0,0.4033732747737155,1,中風險,1,极高风险
972635,0,0.4032466882390753,1,中風險,1,极高风险
956369,1,0.4031122920332072,1,中風險,1,极高风险
183956,0,0.4029338852043462,1,中風險,1,极高风险
874894,1,0.4026092133551418,1,中風險,1,极高风险
922550,1,0.4025690781245298,1,中風險,1,极高风险
873020,1,0.4014121384183142,1,中風險,1,极高风险
976669,0,0.4009956420232495,1,中風險,1,极高风险
602716,1,0.4008785792927697,1,中風險,1,极高风险
560084,1,0.3999365515345714,1,低風險,1,高风险
991138,0,0.3994708977452799,1,低風險,1,高风险
982489,0,0.3993951371231944,1,低風險,1,高风险
977381,0,0.3993239291890773,1,低風險,1,高风险
757605,1,0.3985262377255337,1,低風險,1,高风险
952842,0,0.3984689991727849,1,低風險,1,高风险
938216,1,0.3984006835112275,1,低風險,1,高风险
967909,0,0.3983438595416548,1,低風險,1,高风险
756216,1,0.3982042771469582,1,低風險,1,高风险
338628,1,0.3979097510838689,1,低風險,1,高风险
996815,1,0.3974552505599408,1,低風險,1,高风险
912874,0,0.397389589626469,1,低風險,1,高风险
965023,1,0.3964342075844669,1,低風險,1,高风险
963383,0,0.3964335459213191,1,低風險,1,高风险
964069,1,0.3961707302520282,1,低風險,1,高风险
932477,1,0.3958199133156549,1,低風險,1,高风险
967153,0,0.3955550151131832,1,低風險,1,高风险
930871,1,0.3953949376954759,1,低風險,1,高风险
936989,0,0.3953534349177537,1,低風險,1,高风险
625186,1,0.3947599624892768,1,低風險,1,高风险
823018,1,0.3944587842999407,1,低風險,1,高风险
882023,0,0.3939135646954736,1,低風險,1,高风险
915093,1,0.3937901102543116,1,低風險,1,高风险
976466,0,0.3932648233893472,1,低風險,1,高风险
953394,0,0.392092375421067,1,低風險,1,高风险
972593,0,0.392073215200535,1,低風險,1,高风险
932098,1,0.3916588207515445,1,低風險,1,高风险
130646,1,0.3914614462337846,1,低風險,1,高风险
946851,0,0.3912721254199366,1,低風險,1,高风险
981609,1,0.3910934787262398,1,低風險,1,高风险
969445,1,0.3907601734873787,1,低風險,1,高风险
942342,1,0.3907104081140501,1,低風險,1,高风险
921275,1,0.390694560853511,1,低風險,1,高风险
923363,1,0.3906481450837168,1,低風險,1,高风险
894482,0,0.3905061298514154,1,低風險,1,高风险
973932,0,0.3904383514943726,1,低風險,1,高风险
885698,1,0.3893265759374887,1,低風險,1,高风险
926228,0,0.3889992276900721,1,低風險,1,高风险
972630,1,0.3886466883462376,1,低風險,1,高风险
986824,0,0.3886083222127811,1,低風險,1,高风险
987529,0,0.3886040394685489,1,低風險,1,高风险
265932,1,0.3886004546199299,1,低風險,1,高风险
956347,0,0.3885020816332729,1,低風險,1,高风险
984679,0,0.3880645196657613,1,低風險,1,高风险
966101,0,0.3879894893270593,1,低風險,1,高风险
968705,1,0.3879340317025179,1,低風險,1,高风险
957093,0,0.3875758991821237,1,低風險,1,高风险
994452,1,0.3863718128845901,1,低風險,1,高风险
911904,0,0.3860875177010318,1,低風險,1,高风险
899375,0,0.3857454346962268,1,低風險,1,高风险
830199,1,0.3855082274738046,1,低風險,1,高风险
944315,0,0.3852716345663827,1,低風險,1,高风险
956936,0,0.3852098566723581,1,低風險,1,高风险
814599,1,0.3847204793485158,1,低風險,1,高风险
938708,0,0.3846254880693886,1,低風險,1,高风险
957085,1,0.3845307806543034,1,低風險,1,高风险
927018,0,0.3842413933743273,1,低風險,1,高风险
962157,0,0.3836384060165335,1,低風險,1,高风险
106023,0,0.3835054469995638,1,低風險,1,高风险
967670,0,0.3831890485757339,1,低風險,1,高风险
934187,1,0.3831022492369578,1,低風險,1,高风险
823116,0,0.3829887583488306,1,低風險,1,高风险
967184,0,0.3827588432022229,1,低風險,1,高风险
768510,1,0.3825034789324645,1,低風險,1,高风险
979764,1,0.3823149967304678,1,低風險,1,高风险
930949,0,0.3817089193963472,1,低風險,1,高风险
950135,0,0.3817043289289408,1,低風險,1,高风险
990136,1,0.3816651613822746,1,低風險,1,高风险
987412,0,0.3815540263720742,1,低風險,1,高风险
862827,1,0.3804256221494812,1,低風險,1,高风险
967121,1,0.3804156616801086,1,低風險,1,高风险
911996,1,0.3803816075043724,1,低風險,1,高风险
79135,1,0.3797868607192728,1,低風險,1,高风险
843713,1,0.379621126763822,1,低風險,1,高风险
971052,1,0.3795772069307402,1,低風險,1,高风险
425934,1,0.3792026265259343,1,低風險,1,高风险
715787,0,0.3791800866574654,1,低風險,1,高风险
975422,1,0.3789112021962544,1,低風險,1,高风险
935683,0,0.3788121905414656,1,低風險,1,高风险
975920,1,0.3787699223873344,1,低風險,1,高风险
980221,1,0.3785602825262494,1,低風險,1,高风险
28555,1,0.3779336676050023,1,低風險,1,高风险
969722,0,0.3779274357287103,1,低風險,1,高风险
760547,1,0.3775181056396719,1,低風險,1,高风险
976520,0,0.3773542228266229,1,低風險,1,高风险
990728,1,0.3773175925159193,1,低風險,1,高风险
749949,0,0.376485114009571,1,低風險,1,高风险
882807,1,0.3759272619836777,1,低風險,1,高风险
812973,1,0.3757774592825718,1,低風險,1,高风险
972013,1,0.375418433974809,1,低風險,1,高风险
30326,1,0.3751610047236018,1,低風險,1,高风险
973531,1,0.3750349667817307,1,低風險,1,高风险
566234,0,0.3749656690952925,1,低風險,1,高风险
971494,1,0.3747202107939677,1,低風險,1,高风险
861481,1,0.3746644184148395,1,低風險,1,高风险
993557,1,0.3743242166174345,1,低風險,1,高风险
981473,1,0.3739769041420892,1,低風險,1,高风险
948504,1,0.3739637402224778,1,低風險,1,高风险
991378,1,0.3730322211904346,1,低風險,1,高风险
967342,1,0.3729761042454373,1,低風險,1,高风险
906177,1,0.3727947849139477,1,低風險,1,高风险
961800,1,0.3724537832856067,1,低風險,1,高风险
966993,1,0.3716439779001375,1,低風險,1,高风险
969955,0,0.3715988429829712,1,低風險,1,高风险
991509,1,0.3710694793055558,1,低風險,1,高风险
905352,0,0.3708901972527056,1,低風險,1,高风险
968051,1,0.3707868688165554,1,低風險,1,高风险
983423,1,0.3705366115678857,1,低風險,1,高风险
979359,0,0.3704895676005786,1,低風險,1,高风险
988234,1,0.3701317673269084,1,低風險,1,高风险
963359,1,0.37004295356027,1,低風險,1,高风险
957951,1,0.3698353989682901,1,低風險,1,高风险
208409,0,0.3695722857278951,1,低風險,1,高风险
958765,0,0.369517032572072,1,低風險,1,高风险
960204,0,0.3694646348687411,1,低風險,1,高风险
978191,1,0.3691475306212958,1,低風險,1,高风险
964968,1,0.3689039172499566,1,低風險,1,高风险
659691,0,0.3688080298301578,1,低風險,1,高风险
842480,0,0.3677304492744153,1,低風險,1,高风险
945285,1,0.3677088420469128,1,低風險,1,高风险
797668,1,0.3674488298573996,1,低風險,1,高风险
996735,1,0.3671904593824218,1,低風險,1,高风险
981524,0,0.3670788504879945,1,低風險,1,高风险
82198,1,0.3669227257804872,1,低風險,1,高风险
981508,1,0.3666962963284783,1,低風險,1,高风险
943525,0,0.3666106277585589,1,低風險,1,高风险
729117,1,0.3661667122894701,1,低風險,1,高风险
945875,1,0.366092158970918,1,低風險,1,高风险
942631,1,0.3656253418266003,1,低風險,1,高风险
953102,1,0.3652723186796542,1,低風險,1,高风险
319156,1,0.3645751411013175,1,低風險,1,高风险
887998,0,0.3643342652638451,1,低風險,1,高风险
974993,1,0.3640541880914669,1,低風險,1,高风险
828238,1,0.3640031332866926,1,低風險,1,高风险
965068,1,0.3638508407920512,1,低風險,1,高风险
977198,1,0.363537434067545,1,低風險,1,高风险
980522,1,0.363426651905306,1,低風險,1,高风险
713471,1,0.3632960951089068,1,低風險,1,高风险
904951,0,0.3619744457255868,1,低風險,1,高风险
888222,0,0.3619740639348663,1,低風險,1,高风险
981245,1,0.3618624229825409,1,低風險,1,高风险
753062,1,0.3616874355686773,1,低風險,1,高风险
930475,0,0.3616688431222839,1,低風險,1,高风险
927835,0,0.3614907895208339,1,低風險,1,高风险
983774,0,0.3614321664960528,1,低風險,1,高风险
887573,1,0.3613946290778129,1,低風險,1,高风险
970075,1,0.3613742685223476,1,低風險,1,高风险
907254,0,0.3609205862420477,1,低風險,1,高风险
983629,0,0.359347421018689,1,低風險,1,高风险
963468,1,0.3591600517064743,1,低風險,1,高风险
975594,0,0.3590956738431972,1,低風險,1,高风险
974980,0,0.3588049603575325,1,低風險,1,高风险
901711,1,0.3587692757062932,1,低風險,1,高风险
924550,0,0.3583972225339956,1,低風險,1,高风险
988994,1,0.3582670603937902,1,低風險,1,高风险
843062,0,0.35781936448843,1,低風險,1,高风险
971156,1,0.3574709330722602,1,低風險,1,高风险
972570,1,0.3571025229211579,1,低風險,1,高风险
979396,0,0.3567099945919862,1,低風險,1,高风险
918843,1,0.3566020965873284,1,低風險,1,高风险
333116,1,0.3557642293730781,1,低風險,1,高风险
810246,1,0.35562928680332,1,低風險,1,高风险
944262,1,0.3556168528324308,1,低風險,1,高风险
884627,0,0.355580849828103,1,低風險,1,高风险
990855,0,0.3554295264970811,1,低風險,1,高风险
953953,1,0.3550371584666476,1,低風險,1,高风险
995828,1,0.3546076434998684,1,低風險,1,高风险
991715,1,0.3540647475501537,1,低風險,1,高风险
990011,1,0.3535964839211739,1,低風險,1,高风险
973622,1,0.3535508109345331,1,低風險,1,高风险
966827,1,0.3535390089809027,1,低風險,1,高风险
79952,1,0.3534139411406924,1,低風險,1,高风险
976638,1,0.3533705525203718,1,低風險,1,高风险
386221,0,0.3529676017934804,1,低風險,1,高风险
995880,1,0.3525398619615525,1,低風險,1,高风险
974313,1,0.3524123751648532,1,低風險,1,高风险
953954,0,0.3519898073284462,1,低風險,1,高风险
974768,0,0.3518032657520897,1,低風險,1,高风险
886900,0,0.3517989979334231,1,低風險,1,高风险
973370,0,0.3517719165751541,1,低風險,1,高风险
977268,1,0.3516803647926345,1,低風險,1,高风险
939508,1,0.3513883222052805,1,低風險,1,高风险
959549,0,0.3513135617121346,1,低風險,1,高风险
927574,0,0.35129527229442,1,低風險,1,高风险
973267,1,0.3511754657505045,1,低風險,1,高风险
962205,0,0.3509587910779393,1,低風險,1,高风险
975596,1,0.3508357892793525,1,低風險,1,高风险
129182,0,0.3504900352932774,1,低風險,1,高风险
929880,1,0.3502490889133215,1,低風險,1,高风险
891233,1,0.3496577348982019,1,低風險,1,高风险
907025,1,0.3496377033095509,1,低風險,1,高风险
961787,0,0.3493053494009182,1,低風險,1,高风险
492166,0,0.3492964607928321,1,低風險,1,高风险
969331,1,0.3492657678274323,1,低風險,1,高风险
401325,0,0.3490714676053752,1,低風險,1,高风险
992155,1,0.3488805616986732,1,低風險,1,高风险
990920,0,0.3488690210701482,1,低風險,1,高风险
983872,1,0.3488363786119813,1,低風險,1,高风险
752298,1,0.3486394625571892,1,低風險,1,高风险
967466,0,0.3485173051827099,1,低風險,1,高风险
521531,0,0.347711724877117,1,低風險,1,高风险
972080,0,0.3475233732245051,1,低風險,1,高风险
981734,1,0.347206040720806,1,低風險,1,高风险
209509,1,0.3471036274341616,1,低風險,1,高风险
784618,1,0.346965035425234,1,低風險,1,高风险
963806,1,0.3468963906915599,1,低風險,1,高风险
950496,0,0.3468561049157275,1,低風險,1,高风险
954324,1,0.3466276502279963,1,低風險,1,高风险
339682,0,0.3465946273934799,1,低風險,1,高风险
74015,1,0.34632195212267,1,低風險,1,高风险
976703,1,0.3461497570340244,1,低風險,1,高风险
957385,0,0.345836593809179,1,低風險,1,高风险
702279,0,0.3457957692847113,1,低風險,1,高风险
967594,0,0.3454195807675179,1,低風險,1,高风险
935256,0,0.3452887894548649,1,低風險,1,高风险
957545,0,0.3452214480860846,1,低風險,1,高风险
992875,0,0.3450745456959541,1,低風險,1,高风险
980972,1,0.3449189509353403,1,低風險,1,高风险
761708,0,0.3439397095770122,1,低風險,1,高风险
960956,1,0.3438096940615565,1,低風險,1,高风险
984579,0,0.3437129638121861,1,低風險,1,高风险
958762,0,0.3436844786656315,1,低風險,1,高风险
965201,1,0.3436218400000088,1,低風險,1,高风险
969972,0,0.3433869747175881,1,低風險,1,高风险
978448,1,0.34316030906877,1,低風險,1,高风险
679781,1,0.3425604905036234,1,低風險,1,高风险
978156,0,0.3424477577154796,1,低風險,1,高风险
972371,0,0.3424011555622145,1,低風險,1,高风险
912408,0,0.3420792079257084,1,低風險,1,高风险
923266,1,0.3420753211255721,1,低風險,1,高风险
896883,0,0.3419050583716536,1,低風險,1,高风险
992961,0,0.3418625560109056,1,低風險,1,高风险
838590,1,0.3417416819404692,1,低風險,1,高风险
976100,1,0.3414428278964568,1,低風險,1,高风险
989159,1,0.3413500975809751,1,低風險,1,高风险
617797,0,0.3409246428480732,1,低風險,1,高风险
984714,0,0.340491245327184,1,低風險,1,高风险
297090,1,0.3402318124244054,1,低風險,1,高风险
948766,1,0.3402031720741663,1,低風險,1,高风险
975816,0,0.34009866425067,1,低風險,1,高风险
995902,1,0.3398599401218757,1,低風險,1,高风险
962174,0,0.3396432667293279,1,低風險,1,高风险
949417,1,0.3395169696595005,1,低風險,1,高风险
948892,0,0.3394447392475277,1,低風險,1,高风险
940083,0,0.3394184913838096,1,低風險,1,高风险
936229,1,0.3390971542357215,1,低風險,1,高风险
961750,0,0.3389847741658536,1,低風險,1,高风险
728304,0,0.338663382737733,1,低風險,1,高风险
981642,1,0.3386030511040763,1,低風險,1,高风险
978160,1,0.3384132487877493,1,低風險,1,高风险
948749,1,0.3383570032022118,1,低風險,1,高风险
716425,1,0.3379242706690114,1,低風險,1,高风险
983747,0,0.3378765207220041,1,低風險,1,高风险
987559,1,0.3378171324222583,1,低風險,1,高风险
972381,0,0.3375890906219903,1,低風險,1,高风险
589040,1,0.3374213106772053,1,低風險,1,高风险
976790,0,0.3372883078756111,1,低風險,1,高风险
969037,0,0.3372860308746249,1,低風險,1,高风险
943669,1,0.3371557095246027,1,低風險,1,高风险
875994,1,0.3370062330413912,1,低風險,1,高风险
860378,0,0.3367672577064951,1,低風險,1,高风险
949217,1,0.3367316080196401,1,低風險,1,高风险
985588,1,0.3366754645813832,1,低風險,1,高风险
972062,0,0.3365555033037373,1,低風險,1,高风险
307823,1,0.3363151931485335,1,低風險,1,高风险
568264,1,0.3358385648991124,1,低風險,1,高风险
965250,0,0.335639252714613,1,低風險,1,高风险
967138,1,0.3353887751680438,1,低風險,1,高风险
503941,1,0.3353704866148678,1,低風險,1,高风险
988486,0,0.3351595547751761,1,低風險,1,高风险
966370,0,0.3350798054537933,1,低風險,1,高风险
929944,0,0.3350781773186033,1,低風險,1,高风险
976556,0,0.3343429012993476,1,低風險,1,高风险
977932,1,0.3343016553378655,1,低風險,1,高风险
855985,1,0.3342305790573883,1,低風險,1,高风险
953800,0,0.3340581340220647,1,低風險,1,高风险
962606,0,0.3333827182475408,1,低風險,1,高风险
951036,0,0.3332502472824377,1,低風險,1,高风险
956444,0,0.3330403521302023,1,低風險,1,高风险
973573,1,0.3330158538602049,1,低風險,1,高风险
749647,0,0.3329652175057402,1,低風險,1,高风险
908520,0,0.3328464124133827,1,低風險,1,高风险
979061,1,0.3324382015515468,1,低風險,1,高风险
974656,0,0.3322026435298242,1,低風險,1,高风险
908467,0,0.332156817800415,1,低風險,1,高风险
953194,0,0.3319803537847698,1,低風險,1,高风险
916182,1,0.3317615526772277,1,低風險,1,高风险
986917,0,0.3312412797900279,1,低風險,1,高风险
753979,0,0.3308319791899117,1,低風險,1,高风险
602877,0,0.3308274151190772,1,低風險,1,高风险
974358,1,0.3306501278949352,1,低風險,1,高风险
833794,0,0.3306090027396421,1,低風險,1,高风险
989233,1,0.3304804216772846,1,低風險,1,高风险
830361,0,0.3304112164276083,1,低風險,1,高风险
976515,0,0.3303463158789186,1,低風險,1,高风险
708908,1,0.3301719908196934,1,低風險,1,高风险
970009,1,0.3296616754576641,1,低風險,1,高风险
970313,0,0.3296093973290153,1,低風險,1,高风险
821732,0,0.329440105985202,1,低風險,1,高风险
913936,0,0.3293330085967782,1,低風險,1,高风险
914624,0,0.3288705828370026,1,低風險,1,高风险
952650,0,0.3288544680003359,1,低風險,1,高风险
952431,0,0.3288171763654222,1,低風險,1,高风险
936316,0,0.3288059712954326,1,低風險,1,高风险
482303,1,0.3286246367145842,1,低風險,1,高风险
981448,0,0.328501152007401,1,低風險,1,高风险
965431,0,0.3284771269829267,1,低風險,1,高风险
691470,0,0.3282317270273939,1,低風險,1,高风险
986520,1,0.3281180647329988,1,低風險,1,高风险
892607,0,0.3280782126665392,1,低風險,1,高风险
985654,1,0.3280313021668872,1,低風險,1,高风险
400298,0,0.3278743170510053,1,低風險,1,高风险
355650,1,0.3278402503531044,1,低風險,1,高风险
821764,0,0.3278126548107569,1,低風險,1,高风险
951440,1,0.3275442324218841,1,低風險,1,高风险
959064,0,0.3274438442986114,1,低風險,1,高风险
