user_id,true_label,risk_score,predicted_blacklist,risk_level
958385,1,0.40616247,1,中風險
942342,1,0.40616247,1,中風險
957385,0,0.40616247,1,中風險
913936,0,0.40616247,1,中風險
753979,0,0.40616247,1,中風險
991524,1,0.40616247,1,中風險
964069,1,0.40616247,1,中風險
503741,1,0.40616247,1,中風險
972013,1,0.40616247,1,中風險
971795,0,0.40616247,1,中風險
950496,0,0.40616247,1,中風險
860093,1,0.40616247,1,中風險
853672,1,0.40616247,1,中風險
962373,1,0.40616247,1,中風險
940550,1,0.40616247,1,中風險
987529,0,0.40616247,1,中風險
924550,0,0.40616247,1,中風險
869550,0,0.40616247,1,中風險
907025,1,0.40616247,1,中風險
915535,0,0.40616247,1,中風險
953852,0,0.40616247,1,中風險
459773,1,0.40616247,1,中風險
961376,0,0.40616247,1,中風險
983789,0,0.40616247,1,中風險
946271,0,0.40616247,1,中風險
926027,0,0.40616247,1,中風險
978160,1,0.40616247,1,中風險
461932,1,0.40616247,1,中風險
946469,1,0.40616247,1,中風險
936443,0,0.40616247,1,中風險
905352,0,0.40616247,1,中風險
976540,1,0.40616247,1,中風險
557452,1,0.40616247,1,中風險
541196,0,0.40616247,1,中風險
956369,1,0.40616247,1,中風險
905002,0,0.40616247,1,中風險
954982,0,0.40616247,1,中風險
1001110,1,0.40616247,1,中風險
845779,0,0.40616247,1,中風險
956594,0,0.40616247,1,中風險
940092,0,0.40616247,1,中風險
870745,1,0.40616247,1,中風險
956465,0,0.40616247,1,中風險
953102,1,0.40616247,1,中風險
829803,0,0.40616247,1,中風險
900238,1,0.40616247,1,中風險
989159,1,0.40616247,1,中風險
958517,1,0.40616247,1,中風險
799006,1,0.40616247,1,中風險
980166,1,0.40616247,1,中風險
958875,1,0.40616247,1,中風險
953041,0,0.40616247,1,中風險
449076,1,0.40616247,1,中風險
970313,0,0.40616247,1,中風險
975041,0,0.40616247,1,中風險
929158,0,0.40616247,1,中風險
967612,1,0.40616247,1,中風險
966370,0,0.40616247,1,中風險
927835,0,0.40616247,1,中風險
981906,0,0.40616247,1,中風險
973932,0,0.40616247,1,中風險
923268,1,0.40616247,1,中風險
1001463,1,0.40616247,1,中風險
981473,1,0.40616247,1,中風險
869847,0,0.40616247,1,中風險
994452,1,0.40616247,1,中風險
988458,0,0.40616247,1,中風險
927574,0,0.40616247,1,中風險
824898,0,0.40616247,1,中風險
964980,0,0.40616247,1,中風險
821732,0,0.3125,1,低風險
947609,0,0.3125,1,低風險
970439,1,0.3125,1,低風險
802555,1,0.3125,1,低風險
968637,1,0.3125,1,低風險
974860,0,0.3125,1,低風險
993557,1,0.3125,1,低風險
915093,1,0.3125,1,低風險
972371,0,0.22905983,1,低風險
973835,0,0.22905983,1,低風險
823250,1,0.22905983,1,低風險
932930,0,0.22905983,1,低風險
944350,1,0.22905983,1,低風險
752298,1,0.22905983,1,低風險
853856,0,0.22905983,1,低風險
992537,0,0.22905983,1,低風險
959519,0,0.22905983,1,低風險
235465,1,0.22905983,1,低風險
718247,0,0.22905983,1,低風險
953813,0,0.22905983,1,低風險
816922,0,0.22905983,1,低風險
942994,0,0.22905983,1,低風險
986917,0,0.22905983,1,低風險
296434,0,0.22905983,1,低風險
905753,0,0.22905983,1,低風險
816971,0,0.22905983,1,低風險
343657,1,0.22905983,1,低風險
659112,0,0.22905983,1,低風險
831039,0,0.22905983,1,低風險
989863,1,0.22905983,1,低風險
861137,0,0.22905983,1,低風險
942858,0,0.22905983,1,低風險
964114,0,0.22905983,1,低風險
953394,0,0.22905983,1,低風險
993419,0,0.22905983,1,低風險
942953,0,0.22905983,1,低風險
971072,1,0.22905983,1,低風險
884627,0,0.22905983,1,低風險
940954,1,0.22905983,1,低風險
946033,0,0.22905983,1,低風險
973497,0,0.22905983,1,低風險
728934,0,0.22905983,1,低風險
973573,1,0.22905983,1,低風險
726394,0,0.22905983,1,低風險
887301,0,0.22905983,1,低風險
836920,0,0.22905983,1,低風險
892469,0,0.22905983,1,低風險
866580,0,0.22905983,1,低風險
987959,0,0.22905983,1,低風險
729419,1,0.22905983,1,低風險
674156,0,0.22905983,1,低風險
977682,0,0.22905983,1,低風險
973458,0,0.22905983,1,低風險
890696,1,0.22905983,1,低風險
952431,0,0.22905983,1,低風險
759563,0,0.22905983,1,低風險
545331,0,0.22905983,1,低風險
933459,1,0.22905983,1,低風險
993498,0,0.22905983,1,低風險
946077,0,0.22905983,1,低風險
888078,1,0.22905983,1,低風險
337611,0,0.22905983,1,低風險
704256,0,0.22905983,1,低風險
986209,0,0.22905983,1,低風險
973370,0,0.22905983,1,低風險
843577,0,0.22905983,1,低風險
812973,1,0.22905983,1,低風險
938957,0,0.22905983,1,低風險
728304,0,0.22905983,1,低風險
833743,0,0.22905983,1,低風險
972336,0,0.22905983,1,低風險
942033,1,0.22905983,1,低風險
956165,0,0.22905983,1,低風險
973648,0,0.22905983,1,低風險
903478,0,0.22905983,1,低風險
754501,0,0.22905983,1,低風險
832217,0,0.22905983,1,低風險
957113,0,0.22905983,1,低風險
582376,0,0.22905983,1,低風險
362381,0,0.22905983,1,低風險
934355,0,0.22905983,1,低風險
987526,0,0.22905983,1,低風險
925637,0,0.22905983,1,低風險
937528,0,0.22905983,1,低風險
967495,1,0.22905983,1,低風險
980137,0,0.22905983,1,低風險
915646,0,0.22905983,1,低風險
797668,1,0.22905983,1,低風險
965320,0,0.22905983,1,低風險
967551,0,0.22905983,1,低風險
957628,1,0.22905983,1,低風險
987412,0,0.22905983,1,低風險
385445,0,0.22905983,1,低風險
944241,0,0.22905983,1,低風險
976730,0,0.22905983,1,低風險
710747,0,0.22905983,1,低風險
803992,0,0.22905983,1,低風險
386221,0,0.22905983,1,低風險
728379,0,0.22905983,1,低風險
992961,0,0.22905983,1,低風險
921137,0,0.22905983,1,低風險
680962,0,0.22905983,1,低風險
922050,0,0.22905983,1,低風險
923681,0,0.22905983,1,低風險
978209,0,0.22905983,1,低風險
966382,0,0.22905983,1,低風險
959925,0,0.22905983,1,低風險
818879,0,0.22905983,1,低風險
971947,0,0.22905983,1,低風險
951440,1,0.22905983,1,低風險
310993,0,0.22905983,1,低風險
930032,0,0.22905983,1,低風險
938407,1,0.22905983,1,低風險
931063,0,0.22905983,1,低風險
814518,0,0.22905983,1,低風險
858813,0,0.22905983,1,低風險
812722,0,0.22905983,1,低風險
975009,0,0.22905983,1,低風險
926171,0,0.22905983,1,低風險
946605,0,0.22905983,1,低風險
710154,1,0.22905983,1,低風險
803911,0,0.22905983,1,低風險
786050,0,0.22905983,1,低風險
913809,0,0.22905983,1,低風險
646235,0,0.22905983,1,低風險
624297,0,0.22905983,1,低風險
357552,0,0.22905983,1,低風險
208409,0,0.22905983,1,低風險
970892,0,0.22905983,1,低風險
964375,1,0.22905983,1,低風險
623601,0,0.22905983,1,低風險
937108,0,0.22905983,1,低風險
958602,0,0.22905983,1,低風險
815225,0,0.22905983,1,低風險
839714,0,0.22905983,1,低風險
920950,1,0.22905983,1,低風險
971575,0,0.22905983,1,低風險
690180,0,0.22905983,1,低風險
907743,0,0.22905983,1,低風險
404798,1,0.22905983,1,低風險
964147,0,0.22905983,1,低風險
310016,1,0.22905983,1,低風險
970448,1,0.22905983,1,低風險
784932,0,0.22905983,1,低風險
826881,0,0.22905983,1,低風險
489537,0,0.22905983,1,低風險
864717,0,0.22905983,1,低風險
784618,1,0.22905983,1,低風險
978467,0,0.22905983,1,低風險
939472,0,0.22905983,1,低風險
821764,0,0.22905983,1,低風險
969291,0,0.22905983,1,低風險
826575,0,0.22905983,1,低風險
990154,0,0.22905983,1,低風險
777324,0,0.22905983,1,低風險
332973,0,0.22905983,1,低風險
580567,0,0.22905983,1,低風險
812215,0,0.22905983,1,低風險
970218,0,0.22905983,1,低風險
905841,0,0.22905983,1,低風險
937983,0,0.22905983,1,低風險
906272,1,0.22905983,1,低風險
832945,0,0.22905983,1,低風險
998995,0,0.22905983,1,低風險
838590,1,0.22905983,1,低風險
975533,0,0.22905983,1,低風險
974265,0,0.22905983,1,低風險
974268,1,0.22905983,1,低風險
974656,0,0.22905983,1,低風險
854317,0,0.22905983,1,低風險
953194,0,0.22905983,1,低風險
855095,0,0.22905983,1,低風險
952459,0,0.22905983,1,低風險
138787,1,0.22905983,1,低風險
973967,0,0.22905983,1,低風險
951311,0,0.22905983,1,低風險
976124,0,0.22905983,1,低風險
976229,0,0.22905983,1,低風險
614856,1,0.22905983,1,低風險
668960,0,0.22905983,1,低風險
434756,0,0.22905983,1,低風險
959074,0,0.22905983,1,低風險
974140,1,0.22905983,1,低風險
387005,0,0.22905983,1,低風險
930949,0,0.22905983,1,低風險
761406,1,0.22905983,1,低風險
969342,0,0.22905983,1,低風險
969163,1,0.22905983,1,低風險
971484,0,0.22905983,1,低風險
951258,0,0.22905983,1,低風險
971736,0,0.22905983,1,低風險
967928,1,0.22905983,1,低風險
849131,0,0.22905983,1,低風險
954934,1,0.22905983,1,低風險
964059,0,0.22905983,1,低風險
758350,0,0.22905983,1,低風險
672108,0,0.22905983,1,低風險
728854,1,0.22905983,1,低風險
951815,0,0.22905983,1,低風險
974978,1,0.22905983,1,低風險
965372,0,0.22905983,1,低風險
965221,1,0.22905983,1,低風險
958765,0,0.22905983,1,低風險
799703,0,0.22905983,1,低風險
958047,0,0.22905983,1,低風險
927682,0,0.22905983,1,低風險
945388,1,0.22905983,1,低風險
605045,0,0.22905983,1,低風險
781694,0,0.22905983,1,低風險
949946,0,0.22905983,1,低風險
742345,0,0.22905983,1,低風險
949320,0,0.22905983,1,低風險
943550,0,0.22905983,1,低風險
948466,1,0.22905983,1,低風險
924590,0,0.22905983,1,低風險
948251,0,0.22905983,1,低風險
928369,0,0.22905983,1,低風險
946274,0,0.22905983,1,低風險
982091,0,0.22905983,1,低風險
81859,1,0.22905983,1,低風險
942613,0,0.22905983,1,低風險
944277,1,0.22905983,1,低風險
950662,1,0.22905983,1,低風險
977882,0,0.22905983,1,低風險
428857,0,0.22905983,1,低風險
952342,0,0.22905983,1,低風險
957505,0,0.22905983,1,低風險
976985,0,0.22905983,1,低風險
432770,1,0.22905983,1,低風險
948737,0,0.22905983,1,低風險
956884,1,0.22905983,1,低風險
977381,0,0.22905983,1,低風險
859434,1,0.22905983,1,低風險
956444,0,0.22905983,1,低風險
955315,0,0.22905983,1,低風險
708908,1,0.22905983,1,低風險
861350,1,0.22905983,1,低風險
953683,1,0.22905983,1,低風險
862332,0,0.22905983,1,低風險
977725,0,0.22905983,1,低風險
602716,1,0.22905983,1,低風險
930620,0,0.22905983,1,低風險
978579,0,0.22905983,1,低風險
829769,0,0.22905983,1,低風險
831703,0,0.22905983,1,低風險
976703,1,0.22905983,1,低風險
958237,0,0.22905983,1,低風險
963383,0,0.22905983,1,低風險
980183,0,0.22905983,1,低風險
830613,0,0.22905983,1,低風險
752683,0,0.22905983,1,低風險
979352,1,0.22905983,1,低風險
917726,0,0.22905983,1,低風險
976684,0,0.22905983,1,低風險
917678,0,0.22905983,1,低風險
991875,1,0.22905983,1,低風險
979020,0,0.22905983,1,低風險
964188,0,0.22905983,1,低風險
978514,0,0.22905983,1,低風險
964568,0,0.22905983,1,低風險
977251,0,0.22905983,1,低風險
989819,0,0.22905983,1,低風險
947107,0,0.22905983,1,低風險
950802,1,0.22905983,1,低風險
989351,0,0.22905983,1,低風險
960814,0,0.22905983,1,低風險
921708,0,0.22905983,1,低風險
119079,1,0.22905983,1,低風險
960968,0,0.22905983,1,低風險
960976,0,0.22905983,1,低風險
989318,1,0.22905983,1,低風險
822568,0,0.22905983,1,低風險
943588,0,0.22905983,1,低風險
976556,0,0.22905983,1,低風險
984679,0,0.22905983,1,低風險
943577,1,0.22905983,1,低風險
962174,0,0.22905983,1,低風險
984250,1,0.22905983,1,低風險
976515,0,0.22905983,1,低風險
983810,0,0.22905983,1,低風險
983659,0,0.22905983,1,低風險
833668,0,0.22905983,1,低風險
957589,0,0.22905983,1,低風險
756803,0,0.22905983,1,低風險
949647,0,0.22905983,1,低風險
936808,0,0.22905983,1,低風險
973579,0,0.22905983,1,低風險
967974,0,0.22905983,1,低風險
967981,0,0.22905983,1,低風險
995507,0,0.22905983,1,低風險
956521,0,0.22905983,1,低風險
936341,0,0.22905983,1,低風險
996525,1,0.22905983,1,低風險
965382,1,0.22905983,1,低風險
972594,1,0.22905983,1,低風險
997579,0,0.22905983,1,低風險
842639,0,0.22905983,1,低風險
916182,1,0.22905983,1,低風險
559176,0,0.22905983,1,低風險
955764,0,0.22905983,1,低風險
970275,0,0.22905983,1,低風險
974376,0,0.22905983,1,低風險
977932,1,0.22905983,1,低風險
975088,0,0.22905983,1,低風險
794088,0,0.22905983,1,低風險
251368,0,0.22905983,1,低風險
957118,0,0.22905983,1,低風險
993622,0,0.22905983,1,低風險
976710,0,0.22905983,1,低風險
993802,0,0.22905983,1,低風險
976363,0,0.22905983,1,低風險
994398,0,0.22905983,1,低風險
976100,1,0.22905983,1,低風險
977335,1,0.22905983,1,低風險
975983,1,0.22905983,1,低風險
966090,0,0.22905983,1,低風險
966099,0,0.22905983,1,低風險
938610,0,0.22905983,1,低風險
747486,0,0.22905983,1,低風險
956936,0,0.22905983,1,低風險
928617,1,0.22905983,1,低風險
943518,0,0.22905983,1,低風險
913378,1,0.22905983,1,低風險
855161,0,0.22905983,1,低風險
986961,1,0.22905983,1,低風險
973759,0,0.22905983,1,低風險
899693,1,0.22905983,1,低風險
973357,0,0.22905983,1,低風險
626182,0,0.22905983,1,低風險
969722,0,0.22905983,1,低風險
987527,0,0.22905983,1,低風險
969812,0,0.22905983,1,低風險
614734,1,0.22905983,1,低風險
983830,0,0.22905983,1,低風險
994919,1,0.22905983,1,低風險
850525,0,0.22905983,1,低風險
906034,1,0.22905983,1,低風險
611594,0,0.22905983,1,低風險
877052,0,0.22905983,1,低風險
982403,1,0.22905983,1,低風險
862100,0,0.22905983,1,低風險
613721,0,0.22905983,1,低風險
989877,0,0.22905983,1,低風險
985588,1,0.22905983,1,低風險
999846,1,0.22905983,1,低風險
892067,0,0.22905983,1,低風險
968609,0,0.22905983,1,低風險
891990,0,0.22905983,1,低風險
1000210,0,0.22905983,1,低風險
883541,0,0.22905983,1,低風險
865363,0,0.22905983,1,低風險
1001529,1,0.22905983,1,低風險
900370,0,0.22905983,1,低風險
889870,0,0.22905983,1,低風險
887258,0,0.22905983,1,低風險
933341,0,0.22905983,1,低風險
874797,0,0.22905983,1,低風險
901188,0,0.22905983,1,低風險
867657,0,0.22905983,1,低風險
630856,0,0.22905983,1,低風險
987853,0,0.22905983,1,低風險
798670,0,0.22905983,1,低風險
834007,1,0.22905983,1,低風險
578927,0,0.22905983,1,低風險
800006,0,0.22905983,1,低風險
978544,0,0.22905983,1,低風險
799575,1,0.22905983,1,低風險
797875,0,0.22905983,1,低風險
796649,0,0.22905983,1,低風險
818127,1,0.22905983,1,低風險
993458,0,0.22905983,1,低風險
977126,0,0.22905983,1,低風險
833794,0,0.22905983,1,低風險
756702,0,0.22905983,1,低風險
976775,0,0.22905983,1,低風險
990199,0,0.22905983,1,低風險
811199,0,0.22905983,1,低風險
566234,0,0.22905983,1,低風險
564250,0,0.22905983,1,低風險
975064,1,0.22905983,1,低風險
800341,0,0.22905983,1,低風險
989217,1,0.22905983,1,低風險
804023,0,0.22905983,1,低風險
857557,0,0.22905983,1,低風險
743751,1,0.22905983,1,低風險
971197,0,0.22905983,1,低風險
907865,0,0.22905983,1,低風險
980450,0,0.22905983,1,低風險
980437,0,0.22905983,1,低風險
908461,0,0.22905983,1,低風險
928955,1,0.22905983,1,低風險
823654,0,0.22905983,1,低風險
