fraud_node_id,source_node_id,source_node_type,path_nodes,path_edges,hop_count,earliest_tx_time,total_amount_twd,source_risk_score,best_causal_node,causal_confidence,causal_scores,validation_ok
user_808470,wallet_f6e1a58dfc0c7a947e69bb47fbf40844,wallet,"[""wallet_f6e1a58dfc0c7a947e69bb47fbf40844"", ""user_808470""]","[{""src"": ""wallet_f6e1a58dfc0c7a947e69bb47fbf40844"", ""dst"": ""user_808470"", ""timestamp"": ""2025-10-25 16:33:50"", ""amount"": 0.0, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-25 16:33:50,0.0,0.0,wallet_f6e1a58dfc0c7a947e69bb47fbf40844,0.0,"{""wallet_f6e1a58dfc0c7a947e69bb47fbf40844"": 0.0, ""user_808470"": 0.0}",True
user_812732,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_812732""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_812732"", ""timestamp"": ""2025-10-18 20:43:30"", ""amount"": 9.9, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-18 20:43:30,9.9,0.0,wallet_30eadea0cb82bd52b65dfd196ac02715,0.0,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.0, ""user_812732"": 0.0}",True
user_813691,wallet_25e215c8ed08b1aa151cbdb3ba88dcb0,wallet,"[""wallet_25e215c8ed08b1aa151cbdb3ba88dcb0"", ""user_813691""]","[{""src"": ""wallet_25e215c8ed08b1aa151cbdb3ba88dcb0"", ""dst"": ""user_813691"", ""timestamp"": ""2025-10-30 17:07:25"", ""amount"": 0.0, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-30 17:07:25,0.0,0.0,wallet_25e215c8ed08b1aa151cbdb3ba88dcb0,0.0,"{""wallet_25e215c8ed08b1aa151cbdb3ba88dcb0"": 0.0, ""user_813691"": 0.0}",True
user_819521,wallet_f0508165adeda90170870a4e9833af63,wallet,"[""wallet_f0508165adeda90170870a4e9833af63"", ""user_819521""]","[{""src"": ""wallet_f0508165adeda90170870a4e9833af63"", ""dst"": ""user_819521"", ""timestamp"": ""2025-10-09 21:36:05"", ""amount"": 422.73, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-09 21:36:05,422.73,0.0,wallet_f0508165adeda90170870a4e9833af63,0.0,"{""wallet_f0508165adeda90170870a4e9833af63"": 0.0, ""user_819521"": 0.0}",True
user_821740,wallet_6b94b96550af150c22d001a3317ba76f,wallet,"[""wallet_6b94b96550af150c22d001a3317ba76f"", ""user_821740""]","[{""src"": ""wallet_6b94b96550af150c22d001a3317ba76f"", ""dst"": ""user_821740"", ""timestamp"": ""2025-10-12 13:45:35"", ""amount"": 4254.52, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-12 13:45:35,4254.52,0.0,wallet_6b94b96550af150c22d001a3317ba76f,0.0,"{""wallet_6b94b96550af150c22d001a3317ba76f"": 0.0, ""user_821740"": 0.0}",True
user_823383,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_823383""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_823383"", ""timestamp"": ""2025-10-20 13:57:05"", ""amount"": 10.08, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-20 13:57:05,10.08,0.0,wallet_30eadea0cb82bd52b65dfd196ac02715,0.0,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.0, ""user_823383"": 0.0}",True
user_824613,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_824613""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_824613"", ""timestamp"": ""2025-10-01 11:36:11"", ""amount"": 10.44, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-01 11:36:11,10.44,0.0,wallet_30eadea0cb82bd52b65dfd196ac02715,0.0,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.0, ""user_824613"": 0.0}",True
user_827125,wallet_ba594036dd945afdb8c998ad23d9d4f3,wallet,"[""wallet_ba594036dd945afdb8c998ad23d9d4f3"", ""user_827125""]","[{""src"": ""wallet_ba594036dd945afdb8c998ad23d9d4f3"", ""dst"": ""user_827125"", ""timestamp"": ""2025-10-29 16:54:55"", ""amount"": 0.0, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0001}]",1,2025-10-29 16:54:55,0.0,0.0,user_827125,0.0001,"{""wallet_ba594036dd945afdb8c998ad23d9d4f3"": 0.0, ""user_827125"": 0.00014150142669677734}",True
user_829266,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_829266""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_829266"", ""timestamp"": ""2025-10-06 09:34:15"", ""amount"": 10.59, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-06 09:34:15,10.59,0.0,wallet_30eadea0cb82bd52b65dfd196ac02715,0.0,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.0, ""user_829266"": 0.0}",True
user_833781,wallet_68f2bc16adf2889f1156afc1ad4e4a5e,wallet,"[""wallet_68f2bc16adf2889f1156afc1ad4e4a5e"", ""user_833781""]","[{""src"": ""wallet_68f2bc16adf2889f1156afc1ad4e4a5e"", ""dst"": ""user_833781"", ""timestamp"": ""2025-10-26 16:15:00"", ""amount"": 0.0, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0011}]",1,2025-10-26 16:15:00,0.0,0.0,user_833781,0.0011,"{""wallet_68f2bc16adf2889f1156afc1ad4e4a5e"": 0.0, ""user_833781"": 0.0011178255081176758}",True
user_835635,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_835635""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_835635"", ""timestamp"": ""2025-10-06 09:34:50"", ""amount"": 10.59, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0003}]",1,2025-10-06 09:34:50,10.59,0.0,user_835635,0.0003,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.0, ""user_835635"": 0.00027257204055786133}",True
user_838140,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_838140""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_838140"", ""timestamp"": ""2025-10-23 12:33:45"", ""amount"": 9.77, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-23 12:33:45,9.77,0.0,wallet_30eadea0cb82bd52b65dfd196ac02715,0.0,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.0, ""user_838140"": 0.0}",True
user_839558,wallet_6d8d3eabf3c280fd54075a49ebd652a5,wallet,"[""wallet_6d8d3eabf3c280fd54075a49ebd652a5"", ""user_839558""]","[{""src"": ""wallet_6d8d3eabf3c280fd54075a49ebd652a5"", ""dst"": ""user_839558"", ""timestamp"": ""2025-10-14 12:24:35"", ""amount"": 0.01, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0003}]",1,2025-10-14 12:24:35,0.01,0.0,user_839558,0.0003,"{""wallet_6d8d3eabf3c280fd54075a49ebd652a5"": 0.0, ""user_839558"": 0.0003317594528198242}",True
user_841467,wallet_ef0920bf9f24b5830ca0d23789eaf1a5,wallet,"[""wallet_ef0920bf9f24b5830ca0d23789eaf1a5"", ""user_841467""]","[{""src"": ""wallet_ef0920bf9f24b5830ca0d23789eaf1a5"", ""dst"": ""user_841467"", ""timestamp"": ""2025-10-26 16:10:35"", ""amount"": 0.0, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-26 16:10:35,0.0,0.0,wallet_ef0920bf9f24b5830ca0d23789eaf1a5,0.0,"{""wallet_ef0920bf9f24b5830ca0d23789eaf1a5"": 0.0, ""user_841467"": 0.0}",True
user_841496,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_841496""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_841496"", ""timestamp"": ""2025-10-20 14:25:20"", ""amount"": 10.08, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-20 14:25:20,10.08,0.0,wallet_30eadea0cb82bd52b65dfd196ac02715,0.0,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.0, ""user_841496"": 0.0}",True
user_843270,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_843270""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_843270"", ""timestamp"": ""2025-10-01 11:38:40"", ""amount"": 10.44, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-01 11:38:40,10.44,0.0,wallet_30eadea0cb82bd52b65dfd196ac02715,0.0,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.0, ""user_843270"": 0.0}",True
user_847637,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_847637""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_847637"", ""timestamp"": ""2025-10-05 14:18:45"", ""amount"": 10.35, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-05 14:18:45,10.35,0.0,wallet_30eadea0cb82bd52b65dfd196ac02715,0.0,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.0, ""user_847637"": 0.0}",True
user_849276,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_849276""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_849276"", ""timestamp"": ""2025-10-19 12:42:06"", ""amount"": 9.6, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-19 12:42:06,9.6,0.0,wallet_30eadea0cb82bd52b65dfd196ac02715,0.0,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.0, ""user_849276"": 0.0}",True
user_849320,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_849320""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_849320"", ""timestamp"": ""2025-10-23 12:33:35"", ""amount"": 9.77, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-23 12:33:35,9.77,0.0,wallet_30eadea0cb82bd52b65dfd196ac02715,0.0,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.0, ""user_849320"": 0.0}",True
user_856525,wallet_1072b50f89f407f9d64363045985006f,wallet,"[""wallet_1072b50f89f407f9d64363045985006f"", ""user_856525""]","[{""src"": ""wallet_1072b50f89f407f9d64363045985006f"", ""dst"": ""user_856525"", ""timestamp"": ""2025-10-07 11:45:35"", ""amount"": 5931.2, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-07 11:45:35,5931.2,0.0,wallet_1072b50f89f407f9d64363045985006f,0.0,"{""wallet_1072b50f89f407f9d64363045985006f"": 0.0, ""user_856525"": 0.0}",True
user_857889,wallet_799415e3cd7d43fd910c13814c2b9c79,wallet,"[""wallet_799415e3cd7d43fd910c13814c2b9c79"", ""user_857889""]","[{""src"": ""wallet_799415e3cd7d43fd910c13814c2b9c79"", ""dst"": ""user_857889"", ""timestamp"": ""2025-10-15 18:07:35"", ""amount"": 769950.0, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-15 18:07:35,769950.0,0.0,wallet_799415e3cd7d43fd910c13814c2b9c79,0.0,"{""wallet_799415e3cd7d43fd910c13814c2b9c79"": 0.0, ""user_857889"": 0.0}",True
user_860378,wallet_05954bf72f0fc6ad0fe49f3c97e0520e,wallet,"[""wallet_05954bf72f0fc6ad0fe49f3c97e0520e"", ""user_860378""]","[{""src"": ""wallet_05954bf72f0fc6ad0fe49f3c97e0520e"", ""dst"": ""user_860378"", ""timestamp"": ""2025-10-14 22:08:55"", ""amount"": 34160.5, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-14 22:08:55,34160.5,0.0,wallet_05954bf72f0fc6ad0fe49f3c97e0520e,0.0,"{""wallet_05954bf72f0fc6ad0fe49f3c97e0520e"": 0.0, ""user_860378"": 0.0}",True
user_865614,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_865614""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_865614"", ""timestamp"": ""2025-10-05 14:18:51"", ""amount"": 10.35, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-05 14:18:51,10.35,0.0,wallet_30eadea0cb82bd52b65dfd196ac02715,0.0,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.0, ""user_865614"": 0.0}",True
user_873234,wallet_e2f325ff182407d883befee85901148c,wallet,"[""wallet_e2f325ff182407d883befee85901148c"", ""user_873234""]","[{""src"": ""wallet_e2f325ff182407d883befee85901148c"", ""dst"": ""user_873234"", ""timestamp"": ""2025-10-26 16:10:25"", ""amount"": 0.0, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-26 16:10:25,0.0,0.0,wallet_e2f325ff182407d883befee85901148c,0.0,"{""wallet_e2f325ff182407d883befee85901148c"": 0.0, ""user_873234"": 0.0}",True
user_877116,wallet_6ba18837b39b1cda37b4e2d3a3ee55b3,wallet,"[""wallet_6ba18837b39b1cda37b4e2d3a3ee55b3"", ""user_877116""]","[{""src"": ""wallet_6ba18837b39b1cda37b4e2d3a3ee55b3"", ""dst"": ""user_877116"", ""timestamp"": ""2025-10-14 17:02:05"", ""amount"": 0.0, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-14 17:02:05,0.0,0.0,wallet_6ba18837b39b1cda37b4e2d3a3ee55b3,0.0,"{""wallet_6ba18837b39b1cda37b4e2d3a3ee55b3"": 0.0, ""user_877116"": 0.0}",True
user_877951,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_877951""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_877951"", ""timestamp"": ""2025-10-18 20:44:05"", ""amount"": 9.9, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-18 20:44:05,9.9,0.0,wallet_30eadea0cb82bd52b65dfd196ac02715,0.0,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.0, ""user_877951"": 0.0}",True
user_883263,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_883263""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_883263"", ""timestamp"": ""2025-10-01 11:46:30"", ""amount"": 10.44, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-01 11:46:30,10.44,0.0,wallet_30eadea0cb82bd52b65dfd196ac02715,0.0,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.0, ""user_883263"": 0.0}",True
user_886419,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_886419""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_886419"", ""timestamp"": ""2025-10-19 12:41:30"", ""amount"": 9.6, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-19 12:41:30,9.6,0.0,wallet_30eadea0cb82bd52b65dfd196ac02715,0.0,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.0, ""user_886419"": 0.0}",True
user_892809,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_892809""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_892809"", ""timestamp"": ""2025-10-22 14:17:26"", ""amount"": 9.74, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-22 14:17:26,9.74,0.0,wallet_30eadea0cb82bd52b65dfd196ac02715,0.0,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.0, ""user_892809"": 0.0}",True
user_893071,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_893071""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_893071"", ""timestamp"": ""2025-10-22 14:17:25"", ""amount"": 9.74, ""type"": ""deposit"", ""causal_score"": 0.0, ""phi_src"": 0.0, ""phi_dst"": 0.0}]",1,2025-10-22 14:17:25,9.74,0.0,wallet_30eadea0cb82bd52b65dfd196ac02715,0.0,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.0, ""user_893071"": 0.0}",True
