fraud_node_id,source_node_id,source_node_type,path_nodes,path_edges,hop_count,earliest_tx_time,total_amount_twd,source_risk_score,best_causal_node,causal_confidence,causal_scores,validation_ok
user_121951,user_664631,user,"[""user_664631"", ""external_bank"", ""user_121951""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4328}, {""src"": ""external_bank"", ""dst"": ""user_121951"", ""timestamp"": ""2025-10-09 14:13:20"", ""amount"": 2100.0, ""type"": ""twd_in"", ""causal_score"": 0.4328}]",2,2025-10-05 22:39:25,2002100.0,1.0,external_bank,0.2052,"{""user_664631"": 0.18268924951553345, ""external_bank"": 0.250081330537796, ""user_121951"": 0.18273939192295074}",True
user_139688,user_664631,user,"[""user_664631"", ""external_bank"", ""user_139688""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4329}, {""src"": ""external_bank"", ""dst"": ""user_139688"", ""timestamp"": ""2025-10-03 23:33:19"", ""amount"": 8993.0, ""type"": ""twd_in"", ""causal_score"": 0.433}]",2,2025-10-03 23:33:19,2008993.0,1.0,external_bank,0.2052,"{""user_664631"": 0.18263529241085052, ""external_bank"": 0.25030186772346497, ""user_139688"": 0.18274326622486115}",True
user_157217,wallet_bf70e6900cebf68a5cbf78f89d9256ec,wallet,"[""wallet_bf70e6900cebf68a5cbf78f89d9256ec"", ""user_157217""]","[{""src"": ""wallet_bf70e6900cebf68a5cbf78f89d9256ec"", ""dst"": ""user_157217"", ""timestamp"": ""2025-10-22 00:57:15"", ""amount"": 93756.88, ""type"": ""deposit"", ""causal_score"": 0.6156}]",1,2025-10-22 00:57:15,93756.88,0.0,user_157217,0.3078,"{""wallet_bf70e6900cebf68a5cbf78f89d9256ec"": 0.25011321902275085, ""user_157217"": 0.3654841482639313}",True
user_222009,user_664631,user,"[""user_664631"", ""external_bank"", ""user_222009""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4327}, {""src"": ""external_bank"", ""dst"": ""user_222009"", ""timestamp"": ""2025-10-04 02:18:28"", ""amount"": 1100.0, ""type"": ""twd_in"", ""causal_score"": 0.4328}]",2,2025-10-04 02:18:28,2001100.0,1.0,external_bank,0.2052,"{""user_664631"": 0.1827084869146347, ""external_bank"": 0.2500174939632416, ""user_222009"": 0.1827344447374344}",True
user_224608,wallet_1925dc033f764562006c1e7de76f9472,wallet,"[""wallet_1925dc033f764562006c1e7de76f9472"", ""user_224608""]","[{""src"": ""wallet_1925dc033f764562006c1e7de76f9472"", ""dst"": ""user_224608"", ""timestamp"": ""2025-10-14 12:07:25"", ""amount"": 618720.0, ""type"": ""deposit"", ""causal_score"": 0.6148}]",1,2025-10-14 12:07:25,618720.0,0.0,user_224608,0.3074,"{""wallet_1925dc033f764562006c1e7de76f9472"": 0.25005125999450684, ""user_224608"": 0.36474210023880005}",True
user_226398,wallet_19e28669f196dc2690c422592b3a50fb,wallet,"[""wallet_19e28669f196dc2690c422592b3a50fb"", ""user_226398""]","[{""src"": ""wallet_19e28669f196dc2690c422592b3a50fb"", ""dst"": ""user_226398"", ""timestamp"": ""2025-10-16 17:00:10"", ""amount"": 37305.82, ""type"": ""deposit"", ""causal_score"": 0.6153}]",1,2025-10-16 17:00:10,37305.82,0.0,user_226398,0.3077,"{""wallet_19e28669f196dc2690c422592b3a50fb"": 0.250042587518692, ""user_226398"": 0.36530524492263794}",True
user_243467,user_949383,user,"[""user_949383"", ""user_243467""]","[{""src"": ""user_949383"", ""dst"": ""user_243467"", ""timestamp"": ""2025-10-02 20:34:51"", ""amount"": 100938.45, ""type"": ""internal"", ""causal_score"": 0.6154}]",1,2025-10-02 20:34:51,100938.45,0.0,user_243467,0.3077,"{""user_949383"": 0.2500520944595337, ""user_243467"": 0.365355908870697}",True
user_245219,wallet_9a2cee12b708d12da0dd379845a4d2d2,wallet,"[""wallet_9a2cee12b708d12da0dd379845a4d2d2"", ""user_245219""]","[{""src"": ""wallet_9a2cee12b708d12da0dd379845a4d2d2"", ""dst"": ""user_245219"", ""timestamp"": ""2025-10-27 17:35:25"", ""amount"": 51224.99, ""type"": ""deposit"", ""causal_score"": 0.6155}]",1,2025-10-27 17:35:25,51224.99,0.0,user_245219,0.3077,"{""wallet_9a2cee12b708d12da0dd379845a4d2d2"": 0.25031763315200806, ""user_245219"": 0.36515012383461}",True
user_245382,wallet_67141435c73b6bdb23f321049a84a939,wallet,"[""wallet_67141435c73b6bdb23f321049a84a939"", ""user_245382""]","[{""src"": ""wallet_67141435c73b6bdb23f321049a84a939"", ""dst"": ""user_245382"", ""timestamp"": ""2025-10-05 09:14:25"", ""amount"": 7964.37, ""type"": ""deposit"", ""causal_score"": 0.6154}]",1,2025-10-05 09:14:25,7964.37,0.0,user_245382,0.3077,"{""wallet_67141435c73b6bdb23f321049a84a939"": 0.25020110607147217, ""user_245382"": 0.3652353584766388}",True
user_281129,user_664631,user,"[""user_664631"", ""external_bank"", ""user_281129""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4328}, {""src"": ""external_bank"", ""dst"": ""user_281129"", ""timestamp"": ""2025-10-01 09:32:38"", ""amount"": 10000.0, ""type"": ""twd_in"", ""causal_score"": 0.4327}]",2,2025-10-01 09:32:38,2010000.0,1.0,external_bank,0.2052,"{""user_664631"": 0.18271981179714203, ""external_bank"": 0.2500510513782501, ""user_281129"": 0.18269459903240204}",True
user_307823,user_664631,user,"[""user_664631"", ""external_bank"", ""user_307823""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4327}, {""src"": ""external_bank"", ""dst"": ""user_307823"", ""timestamp"": ""2025-10-01 23:02:47"", ""amount"": 50000.0, ""type"": ""twd_in"", ""causal_score"": 0.4328}]",2,2025-10-01 23:02:47,2050000.0,1.0,external_bank,0.2051,"{""user_664631"": 0.18264462053775787, ""external_bank"": 0.2500404119491577, ""user_307823"": 0.18274547159671783}",True
user_328345,user_664631,user,"[""user_664631"", ""external_bank"", ""user_328345""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.433}, {""src"": ""external_bank"", ""dst"": ""user_328345"", ""timestamp"": ""2025-10-13 15:52:53"", ""amount"": 100000.0, ""type"": ""twd_in"", ""causal_score"": 0.433}]",2,2025-10-05 22:39:25,2100000.0,1.0,external_bank,0.2053,"{""user_664631"": 0.18272683024406433, ""external_bank"": 0.2503092586994171, ""user_328345"": 0.1827303171157837}",True
user_333116,user_664631,user,"[""user_664631"", ""external_bank"", ""user_333116""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4328}, {""src"": ""external_bank"", ""dst"": ""user_333116"", ""timestamp"": ""2025-10-17 13:18:47"", ""amount"": 59000.0, ""type"": ""twd_in"", ""causal_score"": 0.4327}]",2,2025-10-05 22:39:25,2059000.0,1.0,external_bank,0.2052,"{""user_664631"": 0.1827482283115387, ""external_bank"": 0.2500283718109131, ""user_333116"": 0.18268689513206482}",True
user_339429,user_664631,user,"[""user_664631"", ""external_bank"", ""user_339429""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4329}, {""src"": ""external_bank"", ""dst"": ""user_339429"", ""timestamp"": ""2025-10-23 08:37:44"", ""amount"": 50000.0, ""type"": ""twd_in"", ""causal_score"": 0.4329}]",2,2025-10-05 22:39:25,2050000.0,1.0,external_bank,0.2052,"{""user_664631"": 0.18274174630641937, ""external_bank"": 0.25016871094703674, ""user_339429"": 0.18275806307792664}",True
user_362176,user_664631,user,"[""user_664631"", ""external_bank"", ""user_362176""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4327}, {""src"": ""external_bank"", ""dst"": ""user_362176"", ""timestamp"": ""2025-10-14 17:04:34"", ""amount"": 1490.0, ""type"": ""twd_in"", ""causal_score"": 0.4328}]",2,2025-10-05 22:39:25,2001490.0,1.0,external_bank,0.2052,"{""user_664631"": 0.1826612949371338, ""external_bank"": 0.2500641644001007, ""user_362176"": 0.18274518847465515}",True
user_368922,user_664631,user,"[""user_664631"", ""external_bank"", ""user_368922""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4327}, {""src"": ""external_bank"", ""dst"": ""user_368922"", ""timestamp"": ""2025-10-09 07:50:38"", ""amount"": 30000.0, ""type"": ""twd_in"", ""causal_score"": 0.4327}]",2,2025-10-05 22:39:25,2030000.0,1.0,external_bank,0.2051,"{""user_664631"": 0.1826736181974411, ""external_bank"": 0.25001198053359985, ""user_368922"": 0.1827142983675003}",True
user_386123,user_664631,user,"[""user_664631"", ""external_bank"", ""user_386123""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.433}, {""src"": ""external_bank"", ""dst"": ""user_386123"", ""timestamp"": ""2025-10-29 22:07:32"", ""amount"": 50000.0, ""type"": ""twd_in"", ""causal_score"": 0.433}]",2,2025-10-05 22:39:25,2050000.0,1.0,external_bank,0.2053,"{""user_664631"": 0.18273688852787018, ""external_bank"": 0.25025975704193115, ""user_386123"": 0.18275576829910278}",True
user_480813,user_664631,user,"[""user_664631"", ""external_bank"", ""user_480813""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4327}, {""src"": ""external_bank"", ""dst"": ""user_480813"", ""timestamp"": ""2025-10-29 18:38:33"", ""amount"": 1000.0, ""type"": ""twd_in"", ""causal_score"": 0.4326}]",2,2025-10-05 22:39:25,2001000.0,1.0,external_bank,0.2051,"{""user_664631"": 0.18262553215026855, ""external_bank"": 0.25002938508987427, ""user_480813"": 0.18260733783245087}",True
user_488674,user_664631,user,"[""user_664631"", ""external_bank"", ""user_488674""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4328}, {""src"": ""external_bank"", ""dst"": ""user_488674"", ""timestamp"": ""2025-10-16 10:41:49"", ""amount"": 2000.0, ""type"": ""twd_in"", ""causal_score"": 0.4328}]",2,2025-10-05 22:39:25,2002000.0,1.0,external_bank,0.2052,"{""user_664631"": 0.1826990395784378, ""external_bank"": 0.2500654458999634, ""user_488674"": 0.182724267244339}",True
user_507231,user_664631,user,"[""user_664631"", ""external_bank"", ""user_507231""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4327}, {""src"": ""external_bank"", ""dst"": ""user_507231"", ""timestamp"": ""2025-10-21 06:43:43"", ""amount"": 30889.0, ""type"": ""twd_in"", ""causal_score"": 0.4322}]",2,2025-10-05 22:39:25,2030889.0,1.0,external_bank,0.205,"{""user_664631"": 0.18267378211021423, ""external_bank"": 0.25000980496406555, ""user_507231"": 0.18219713866710663}",True
user_537296,user_664631,user,"[""user_664631"", ""external_bank"", ""user_537296""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4328}, {""src"": ""external_bank"", ""dst"": ""user_537296"", ""timestamp"": ""2025-10-15 07:50:09"", ""amount"": 58000.0, ""type"": ""twd_in"", ""causal_score"": 0.4328}]",2,2025-10-05 22:39:25,2058000.0,1.0,external_bank,0.2052,"{""user_664631"": 0.18273910880088806, ""external_bank"": 0.2500377297401428, ""user_537296"": 0.1827545464038849}",True
user_537879,user_664631,user,"[""user_664631"", ""external_bank"", ""user_537879""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4327}, {""src"": ""external_bank"", ""dst"": ""user_537879"", ""timestamp"": ""2025-10-09 13:03:42"", ""amount"": 18500.0, ""type"": ""twd_in"", ""causal_score"": 0.4328}]",2,2025-10-05 22:39:25,2018500.0,1.0,external_bank,0.2052,"{""user_664631"": 0.1827387511730194, ""external_bank"": 0.250007688999176, ""user_537879"": 0.18275703489780426}",True
user_556372,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_556372""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_556372"", ""timestamp"": ""2025-10-06 09:36:11"", ""amount"": 10.59, ""type"": ""deposit"", ""causal_score"": 0.6157}]",1,2025-10-06 09:36:11,10.59,0.0,user_556372,0.3078,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.2503311336040497, ""user_556372"": 0.36531949043273926}",True
user_574322,user_664631,user,"[""user_664631"", ""external_bank"", ""user_574322""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4328}, {""src"": ""external_bank"", ""dst"": ""user_574322"", ""timestamp"": ""2025-10-12 16:51:51"", ""amount"": 3100.0, ""type"": ""twd_in"", ""causal_score"": 0.4327}]",2,2025-10-05 22:39:25,2003100.0,1.0,external_bank,0.2052,"{""user_664631"": 0.18274036049842834, ""external_bank"": 0.25001347064971924, ""user_574322"": 0.18272367119789124}",True
user_579382,user_664631,user,"[""user_664631"", ""external_bank"", ""user_579382""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4328}, {""src"": ""external_bank"", ""dst"": ""user_579382"", ""timestamp"": ""2025-10-13 23:55:40"", ""amount"": 20000.0, ""type"": ""twd_in"", ""causal_score"": 0.4328}]",2,2025-10-05 22:39:25,2020000.0,1.0,external_bank,0.2052,"{""user_664631"": 0.18262167274951935, ""external_bank"": 0.25017714500427246, ""user_579382"": 0.18266305327415466}",True
user_594941,user_664631,user,"[""user_664631"", ""external_bank"", ""user_594941""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4326}, {""src"": ""external_bank"", ""dst"": ""user_594941"", ""timestamp"": ""2025-10-23 22:27:35"", ""amount"": 1000.0, ""type"": ""twd_in"", ""causal_score"": 0.4328}]",2,2025-10-05 22:39:25,2001000.0,1.0,external_bank,0.2051,"{""user_664631"": 0.1825646013021469, ""external_bank"": 0.2500831186771393, ""user_594941"": 0.18274781107902527}",True
user_602716,user_664631,user,"[""user_664631"", ""external_bank"", ""user_602716""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4327}, {""src"": ""external_bank"", ""dst"": ""user_602716"", ""timestamp"": ""2025-10-01 09:09:31"", ""amount"": 39800.0, ""type"": ""twd_in"", ""causal_score"": 0.4327}]",2,2025-10-01 09:09:31,2039800.0,1.0,external_bank,0.2051,"{""user_664631"": 0.18270741403102875, ""external_bank"": 0.25001248717308044, ""user_602716"": 0.1827268749475479}",True
user_604814,user_664631,user,"[""user_664631"", ""external_bank"", ""user_604814""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4326}, {""src"": ""external_bank"", ""dst"": ""user_604814"", ""timestamp"": ""2025-10-01 10:27:35"", ""amount"": 100.0, ""type"": ""twd_in"", ""causal_score"": 0.4327}]",2,2025-10-01 10:27:35,2000100.0,1.0,external_bank,0.2051,"{""user_664631"": 0.18260879814624786, ""external_bank"": 0.25003188848495483, ""user_604814"": 0.18270882964134216}",True
user_605758,user_664631,user,"[""user_664631"", ""external_bank"", ""user_605758""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4328}, {""src"": ""external_bank"", ""dst"": ""user_605758"", ""timestamp"": ""2025-10-02 14:45:40"", ""amount"": 54800.0, ""type"": ""twd_in"", ""causal_score"": 0.4327}]",2,2025-10-02 14:45:40,2054800.0,1.0,external_bank,0.2052,"{""user_664631"": 0.18275953829288483, ""external_bank"": 0.25001829862594604, ""user_605758"": 0.18272775411605835}",True
user_610005,user_664631,user,"[""user_664631"", ""external_bank"", ""user_610005""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4327}, {""src"": ""external_bank"", ""dst"": ""user_610005"", ""timestamp"": ""2025-10-20 12:27:12"", ""amount"": 30000.0, ""type"": ""twd_in"", ""causal_score"": 0.4328}]",2,2025-10-05 22:39:25,2030000.0,1.0,external_bank,0.2051,"{""user_664631"": 0.1826966404914856, ""external_bank"": 0.2500462830066681, ""user_610005"": 0.1827068030834198}",True
user_628301,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_628301""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_628301"", ""timestamp"": ""2025-10-03 14:46:41"", ""amount"": 10.4, ""type"": ""deposit"", ""causal_score"": 0.6161}]",1,2025-10-03 14:46:41,10.4,0.0,user_628301,0.308,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.2506449222564697, ""user_628301"": 0.36544302105903625}",True
user_691915,wallet_e2b52eeaba909ee7b2f62d46305795f9,wallet,"[""wallet_e2b52eeaba909ee7b2f62d46305795f9"", ""user_691915""]","[{""src"": ""wallet_e2b52eeaba909ee7b2f62d46305795f9"", ""dst"": ""user_691915"", ""timestamp"": ""2025-10-25 16:35:31"", ""amount"": 0.0, ""type"": ""deposit"", ""causal_score"": 0.6148}]",1,2025-10-25 16:35:31,0.0,0.0,user_691915,0.3074,"{""wallet_e2b52eeaba909ee7b2f62d46305795f9"": 0.25012823939323425, ""user_691915"": 0.36470526456832886}",True
user_729592,user_664631,user,"[""user_664631"", ""external_bank"", ""user_729592""]","[{""src"": ""user_664631"", ""dst"": ""external_bank"", ""timestamp"": ""2025-10-05 22:39:25"", ""amount"": 2000000.0, ""type"": ""twd_out"", ""causal_score"": 0.4326}, {""src"": ""external_bank"", ""dst"": ""user_729592"", ""timestamp"": ""2025-10-01 09:48:56"", ""amount"": 100.0, ""type"": ""twd_in"", ""causal_score"": 0.4326}]",2,2025-10-01 09:48:56,2000100.0,1.0,external_bank,0.2051,"{""user_664631"": 0.1826329231262207, ""external_bank"": 0.2500079274177551, ""user_729592"": 0.18260431289672852}",True
user_754994,wallet_fe1335ca225dc9932c0892f44a1ec7a0,wallet,"[""wallet_fe1335ca225dc9932c0892f44a1ec7a0"", ""user_754994""]","[{""src"": ""wallet_fe1335ca225dc9932c0892f44a1ec7a0"", ""dst"": ""user_754994"", ""timestamp"": ""2025-10-10 22:22:15"", ""amount"": 4246.54, ""type"": ""deposit"", ""causal_score"": 0.6152}]",1,2025-10-10 22:22:15,4246.54,0.0,user_754994,0.3076,"{""wallet_fe1335ca225dc9932c0892f44a1ec7a0"": 0.2500459849834442, ""user_754994"": 0.36511361598968506}",True
user_755060,wallet_30eadea0cb82bd52b65dfd196ac02715,wallet,"[""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""user_755060""]","[{""src"": ""wallet_30eadea0cb82bd52b65dfd196ac02715"", ""dst"": ""user_755060"", ""timestamp"": ""2025-10-20 14:25:51"", ""amount"": 10.08, ""type"": ""deposit"", ""causal_score"": 0.6152}]",1,2025-10-20 14:25:51,10.08,0.0,user_755060,0.3076,"{""wallet_30eadea0cb82bd52b65dfd196ac02715"": 0.2500952482223511, ""user_755060"": 0.3651011288166046}",True
