id,user_id,updated_at,is_buy,trade_samount,twd_srate,source_ip_hash,is_market,source
262,636709,2025-10-01T00:19:30,1,196091247793,3059600000,2e32add1ab742b0e82c52d63b28cc46d,1,1
269,659289,2025-10-01T08:45:37,1,1961610000,3058700000,255062900ce2ef0eb2deb992888807aa,0,1
278,670849,2025-10-01T02:43:58,1,32661593232,3061300000,d339bb692932ea368847a8c802b33ad6,1,1
286,712619,2025-10-01T15:04:35,1,1472070000,3056900000,dbdb688e9f2be2c747992a59fcf9e724,0,1
296,730097,2025-10-01T18:35:59,1,11475400000,3050000000,0ff9aff89dd853c22360d6c7ef20d36b,0,1
308,738524,2025-10-01T00:50:54,1,3267010000,3060900000,4f17c562432568aa5620c173d01c786d,0,1
309,740121,2025-10-01T20:30:25,1,3508196721,3050000000,09711b97faf05a2af0fa9fbde173b7ef,1,1
310,740121,2025-10-01T21:19:06,1,4540388145,3050100000,09711b97faf05a2af0fa9fbde173b7ef,1,1
311,740121,2025-10-01T21:25:24,1,4868373602,3050300000,09711b97faf05a2af0fa9fbde173b7ef,1,1
312,740121,2025-10-01T22:25:10,1,2590333792,3049800000,09711b97faf05a2af0fa9fbde173b7ef,1,1
317,756152,2025-10-11T03:22:45,0,432010000,3049600000,a3cbf855443f7ca031c735c4287dca78,0,1
322,762059,2025-10-01T17:32:36,1,163902183177,3050400000,3b4736ffe3cb12187660b38589b3a4ee,1,1
334,775747,2025-10-01T20:18:59,1,98373557187,3049600000,c73e9ae6f78558a4a23ef72c7fd229a9,1,1
335,781132,2025-10-01T17:54:04,1,11478420000,3049500000,075f1ec481efb31ef17b7f6e004d3e7c,0,1
351,819869,2025-10-01T01:39:39,1,1796090000,3062200000,59ed5c0fa2d1162933ca4f378dc57ca5,0,1
352,819869,2025-10-01T01:43:37,1,1632860000,3062100000,59ed5c0fa2d1162933ca4f378dc57ca5,0,1
353,819869,2025-10-01T23:41:26,1,3770980000,3049600000,20b344eed9a7404db6853ba65948fa6f,0,1
355,825162,2025-10-01T17:22:54,1,9909200000,3050700000,b5d11ae5505de37704b63279b5e1c520,0,1
368,850669,2025-10-01T17:41:13,1,100000000000,3055100000,57f1d88566dcbd86e8e5ed9bb3f67867,0,1
369,850669,2025-10-01T22:29:10,1,100000000000,3050100000,0ad6da52d8adc3a18c674b5792d6a798,0,1
370,850669,2025-10-01T22:00:20,1,50000000000,3050500000,0ad6da52d8adc3a18c674b5792d6a798,0,1
371,854737,2025-10-01T01:51:14,1,163291960000,3062000000,5cb9f39246ebc42ec2d4b2416a09f7bb,0,1
376,861025,2025-10-01T22:56:52,1,49188390000,3049500000,8af9838eb71508a3caf009b7b77a08e2,0,1
378,863209,2025-10-01T20:32:45,1,9934100000,3050000000,bef8fd91cd74859e4d5aefc042363250,0,1
385,865369,2025-10-01T08:29:18,1,163446760000,3059100000,6d47bde56529b81ee5679b0278b0353d,0,1
393,870069,2025-10-01T08:18:52,0,65395800000,3058900000,01a1b2bc23cfcce615162d9cfe681da8,0,1
396,878019,2025-10-01T22:53:18,1,10611570000,3048100000,07360dd33de015b524b543f7103a8bc2,0,1
400,893488,2025-10-01T17:41:19,1,16393440000,3050500000,620950ad4ef72ae302963bb8f7ee9e82,0,1
401,895446,2025-10-01T09:39:04,1,507160000,3056200000,a5c2f73e4130ed0d87c1ab2a95b03622,0,1
402,895446,2025-10-01T09:39:08,0,506150000,3056200000,a5c2f73e4130ed0d87c1ab2a95b03622,0,1
414,911663,2025-10-01T20:14:21,1,13127860000,3050000000,79cd11d3e6a07d3f3f7eb0b8b6e19074,0,1
415,914171,2025-10-01T03:30:41,1,1633610000,3062500000,80b46ff45900ef63d6c12567205b9e4c,0,1
427,929391,2025-10-01T22:17:35,1,983703310000,3049700000,edf5fef7d4d3e55525eb3916ff61f9f5,0,1
436,934303,2025-10-01T00:04:45,1,327235838869,3055900000,da2cd971ceb4d6de47455a6efa04bc94,1,1
449,946628,2025-10-01T22:35:51,1,21872020000,3049300000,9c54fce9f2568fe845b99cd25ea9f24b,0,1
455,953533,2025-10-01T22:13:29,1,4919645785,3049100000,34b750a9c62bf784694d08f692bfc73f,1,1
458,955955,2025-10-01T11:21:32,1,327053890000,3057400000,82ab6073dd2f359954969a96e9586b8f,0,1
464,958701,2025-10-01T10:36:19,1,101436470000,3055600000,e5e1070e0bb78d8750c8ac6bd4e69bd3,0,1
470,965992,2025-10-01T00:36:41,1,326797385620,3060000000,c71daba8d89cbfcedf1858579721f730,1,1
472,967571,2025-10-01T10:42:43,1,65435450000,3056600000,7c13558e5a9a3dafb9b93a785075527b,0,1
473,967571,2025-10-01T10:43:57,1,65432170000,3056600000,7c13558e5a9a3dafb9b93a785075527b,0,1
474,967571,2025-10-01T12:05:25,1,98084090000,3057900000,7c13558e5a9a3dafb9b93a785075527b,0,1
475,967571,2025-10-01T12:27:04,1,97741160000,3059100000,7c13558e5a9a3dafb9b93a785075527b,0,1
477,968251,2025-10-01T21:41:18,1,300000000000,3049300000,7ac1e09c7413fa2a420d13d0ec73d328,0,1
480,969815,2025-10-01T21:35:40,1,52453850000,3050200000,0db54a29d8570db291d14b4deae3757a,0,1
482,970886,2025-10-01T00:38:25,1,326635300267,3060600000,5261a994667cd36c56fcb1cc6c0cc55d,1,1
483,970886,2025-10-01T23:40:09,0,179167000000,3049700000,48ec5e69110c587d4bcf8765127bc7a7,1,1
487,1303,2025-10-06T12:35:51,1,1145620000,3056700000,a89d89164d2ef81a06d9d0f62a845b10,0,1
505,63609,2025-10-06T14:41:21,1,12377240000,3054800000,99451d8c58d1197a7b33f25a810ed5b2,0,1
506,63609,2025-10-06T20:05:37,1,5681330000,3052000000,2f3c8506e4ed51832559ac29059befb8,0,1
507,63609,2025-10-06T20:31:56,1,32770760000,3051500000,2f3c8506e4ed51832559ac29059befb8,0,1
510,82185,2025-10-06T10:14:16,1,163719710000,3054000000,843ff49197604e8b6c30434ff514b693,0,1
540,212992,2025-10-06T19:43:12,1,6552000000,3052300000,9d788dd64497b9da17858447f477dbc5,0,1
547,245515,2025-10-06T22:55:00,1,32811620000,3047000000,0d7acac5937f7056033521b9f3ed745d,0,1
548,249988,2025-10-06T18:23:24,1,465500000000,3053100000,af291e6b7ea4926a18d180b79e6eebe6,0,1
549,249988,2025-10-06T18:31:29,1,1300000000,3052900000,af291e6b7ea4926a18d180b79e6eebe6,0,1
551,258226,2025-10-06T00:14:36,1,16393440000,3050000000,75ce25c4f2fbfaf6e726005708f66b8c,0,1
552,258226,2025-10-06T22:42:45,1,49079450000,3047100000,75ce25c4f2fbfaf6e726005708f66b8c,0,1
553,258226,2025-10-06T23:58:24,0,69900000000,3045600000,75ce25c4f2fbfaf6e726005708f66b8c,0,1
555,275326,2025-10-06T17:13:52,1,29483440000,3052800000,b93e86dc275e44eea864d4bc85f87d39,0,0
559,303896,2025-10-06T03:49:02,1,32807023290,3052700000,886d092a23ffe17d6ec133c636d1d5bc,1,1
560,312412,2025-10-06T18:11:19,0,282417320000,3052000000,852f05b232d1697623fe48a51dc39150,0,1
561,318116,2025-10-06T17:16:32,1,40236473208,3053200000,4bc2876f7fe82a3ccd5738effa5425f2,1,1
567,342561,2025-10-06T23:30:03,0,100000000000,3047400000,899b9c20d39688cb0608ea53282f4f7d,0,1
568,362035,2025-10-06T02:49:17,0,37755000000,3052000000,f5ac3a2480e92d2c94008ed9c7be46a9,0,1
574,394381,2025-10-06T18:15:50,0,4049590000,3053300000,df1502f7ec20f8748a055a2df7ea8355,0,1
585,425713,2025-10-06T16:42:54,1,6548359635,3053500000,bbdedbaea89a0ecfec8a58463ac2de70,1,1
586,425713,2025-10-06T17:35:34,1,29479200000,3053000000,bbdedbaea89a0ecfec8a58463ac2de70,0,1
587,428667,2025-10-06T01:21:11,1,3670920000,3051000000,01b8ea27ddd8d3460efcb762abc08924,0,1
588,428667,2025-10-06T04:38:26,1,3603950000,3052200000,218dc57bef00ec62e53311826a159310,0,1
603,455907,2025-10-06T08:57:04,1,34085620000,3052900000,8743903d27daa0926fb00470f1d63d91,0,1
604,463801,2025-10-06T16:22:36,1,10663650000,3054200000,61ff11f3da583e8a932a64dc484e4413,0,1
605,470250,2025-10-06T16:16:05,0,43440000000,3054600000,ee3cb00520bec23ab76118db8291501b,1,1
608,486304,2025-10-06T13:33:31,1,163564395302,3056900000,46ea95a53119b36cbb216431646dca50,1,1
609,486327,2025-10-06T15:03:39,1,11684230000,3055100000,cff85d9ee732e54dd0e309914396a1ea,0,1
625,543443,2025-10-06T09:34:29,1,21288440000,3053300000,7045620a2b775df502d76a82a58b20e8,0,1
644,565546,2025-10-06T17:45:28,1,9825430000,3053300000,8df5c8b528312fd8f9a8df011f945097,0,1
645,566856,2025-10-06T15:14:16,1,81510000000,3055500000,2c8383ce4fb94a4fd49fd3f1d9656d7b,0,1
662,587879,2025-10-06T01:35:51,1,98309080000,3051600000,b806a3829eaac74f319b15553c3ea3c4,0,1
664,594578,2025-10-06T11:28:12,1,32743940000,3054900000,32d40326e5972d7a66932e45cc2a53d3,0,1
703,678556,2025-10-06T17:09:14,1,16374652038,3053500000,1a013edf94df7caf6d7d08d1ea713c7e,1,1
709,696259,2025-10-06T02:11:28,1,10108780000,3051800000,5c50a968eece191406711ee2b759bd7a,0,1
734,751120,2025-10-06T09:47:20,1,98000000000,3054000000,83a17c656440f1a406cdb142a88a0082,0,1
738,768844,2025-10-07T00:06:50,0,6584564991,3047900000,d66f3d76fea4ec75de5593d243ed380e,0,1
741,783729,2025-10-06T23:39:20,1,9846073057,3045900000,bc8608b9367678dfcbd9ff0fefadc120,1,1
750,803051,2025-10-06T16:37:00,1,35000000000,3054200000,63db1bab37811e77799d5c15e279e32f,0,1
774,899090,2025-10-06T18:10:05,0,237000000000,3053100000,3651bd733e0efa7275b0f3da6050dfa7,0,1
790,909100,2025-10-06T12:13:20,0,2507020000,3054900000,6faa7c93c906169d55d91e0bc825cc8d,0,1
795,926365,2025-10-06T20:36:10,1,32769690000,3051600000,1d240dc08403b384156bcf8021393ce4,0,1
799,941041,2025-10-06T15:33:33,1,22449510000,3055300000,e2a0500c4655e67bf3d2fd9161d342bd,0,1
805,952963,2025-10-06T01:35:03,1,3424430000,3051600000,14f6984b4e36105703d3d2b445b265b0,0,1
819,964313,2025-10-06T10:20:30,1,98800000000,3053900000,600a904d4f1e280982b7048d35e9c4f6,0,1
822,966875,2025-10-06T09:40:39,1,16375720000,3053400000,84d479cce31750c03c4512bfa50240bd,0,1
826,971079,2025-10-06T23:58:28,0,19850000000,3045900000,f9ca4f71b4f60695b42afbc51af44191,0,1
828,973525,2025-10-06T00:46:40,1,19000000000,3050900000,f8d8b549de788cba4a66cf3a4f79ba31,0,1
846,32711,2025-10-04T00:57:33,1,164225180000,3044600000,afe1cc8b5a97153007fc83cc5f8e472d,0,1
867,101323,2025-10-04T22:41:00,1,229357790000,3050700000,f9334eec77ed38e1589a107613e1a3a7,0,1
869,127061,2025-10-04T22:55:58,1,98286530000,3052300000,87723848041c86b82431508f90a965d1,0,1
876,149649,2025-10-04T11:56:02,0,174750970000,3053000000,36aedcb2eeade4768c53b113ae263ec9,0,1
892,187549,2025-10-04T00:26:23,1,33177840000,3044200000,b0245516efebbaa2f6c555b0e313f143,0,1
893,187549,2025-10-04T12:06:20,0,17092600000,3051900000,b0245516efebbaa2f6c555b0e313f143,0,1
895,190636,2025-10-04T01:17:57,1,12031111548,3047100000,24fc07d63b570277805e38d4773aa92d,1,1
896,190636,2025-10-04T14:32:10,1,49140049140,3052500000,24fc07d63b570277805e38d4773aa92d,1,1
897,190636,2025-10-04T18:14:32,1,55352343493,3051000000,24fc07d63b570277805e38d4773aa92d,1,1
898,190636,2025-10-04T20:58:29,1,34405924372,3051900000,24fc07d63b570277805e38d4773aa92d,1,1
908,226875,2025-10-04T10:38:47,0,132751480000,3052800000,9c4c6015d8d5adc494b66a89a649636f,0,1
909,226875,2025-10-04T11:16:32,0,133262070000,3052000000,9c4c6015d8d5adc494b66a89a649636f,0,1
912,237481,2025-10-04T00:45:01,1,16432770000,3042700000,8f252f03b1efb70b16b245aaeeae1c1d,0,1
917,322263,2025-10-04T17:30:18,0,1671960000,3051000000,28776aa2182b1367972671005014ae2c,0,1
926,358559,2025-10-04T12:54:11,1,8287470000,3052800000,4c265e9c1526f922545fc5566c6b9ee6,0,1
930,401633,2025-10-04T19:46:45,1,9833160000,3050900000,00a13238d688799d72445601bdc478a4,0,1
934,409013,2025-10-04T08:01:28,1,19900300000,3049200000,6097d79834c2f557db18303150c88a8f,0,1
947,445601,2025-10-04T04:17:51,1,16615810000,3048300000,7ead0260e341718d876662f819fb1f32,0,1
959,466646,2025-10-04T02:28:35,1,223009310000,3049200000,c424da3fccd03afb33924ee7d9af4d35,0,1
964,481710,2025-10-04T23:08:54,0,101000000000,3052300000,d1ac13c6884e9a91b921a5a9681b2e32,0,1
968,534901,2025-10-04T11:53:10,1,15399730000,3053000000,e888f5233721386c1f6ae3c281486756,0,1
974,545804,2025-10-04T10:18:21,1,685704450000,3052700000,81d79e36f493ec5336b69f7758155206,0,1
975,545804,2025-10-04T19:30:02,1,498606920000,3050800000,20c02b9980e6458071a4053989c5e7d2,0,1
1002,607359,2025-10-04T09:31:07,1,3604891614,3051400000,c35f3080dad3705bad06f33930d6eb4d,1,1
1003,607359,2025-10-04T17:54:58,1,1143662341,3051600000,10e9fcff36aceb8b592bd9e74cb3e247,1,1
1009,622240,2025-10-04T09:39:28,1,32763250000,3052200000,e71efd2ea84b24c765b0126f2736963a,0,1
1042,737406,2025-10-04T00:32:25,1,9861970000,3043000000,c0ca21db7cc27e3883159b53b8b31544,0,1
1043,737406,2025-10-04T15:44:12,1,15659290000,3052500000,47a70f2d924d33434d2433ca38bff49e,0,1
1044,737406,2025-10-04T23:31:45,0,3171130000,3052900000,d2d0cbff6d20ec92cf3e92641becb3e0,0,1
1046,743290,2025-10-05T04:48:36,1,10000000000,3051800000,08cd9db3a5b8c3227b406c7834602a18,0,1
1050,759330,2025-10-04T13:15:16,1,13101000000,3053200000,d7a64c53017bfd08773ef3d95d2d0909,0,1
1052,766487,2025-10-04T08:57:13,1,6558450000,3049500000,bc10a68ebef125d24a58d7d2d7d2199e,0,1
1054,770049,2025-10-04T06:28:00,1,6887500000,3049000000,6dc46ae184b50af05295745cae2a8ee6,0,1
1063,794345,2025-10-04T00:24:58,1,425566870000,3044400000,1ec9142a36c110ab1f1368c5c6a0e2d4,0,1
1067,812697,2025-10-04T16:14:51,1,163800000000,3052400000,0d1b289bb572766602392ed9c9f13a92,0,1
1070,827032,2025-10-04T17:25:28,1,9833480000,3051000000,ab50d911d722e70d407a33541c539b2a,0,1
1071,827268,2025-10-04T09:01:00,1,65584520000,3049500000,c3132d2d7bbe1c3995865b3e61ba4f37,0,1
1082,864578,2025-10-04T01:35:38,1,500000000000,3047100000,ed4898b617723dff95de436b8f8d741f,0,1
1083,864578,2025-10-04T01:35:38,1,500000000000,3047600000,ed4898b617723dff95de436b8f8d741f,0,1
1084,864578,2025-10-04T10:08:55,0,600000000000,3052300000,ed4898b617723dff95de436b8f8d741f,0,1
1085,864578,2025-10-04T10:10:14,0,400000000000,3052100000,ed4898b617723dff95de436b8f8d741f,0,1
1086,864578,2025-10-04T10:16:34,0,817118000000,3052700000,ed4898b617723dff95de436b8f8d741f,0,1
1087,864578,2025-10-04T10:52:10,0,85436424541,3052000000,ed4898b617723dff95de436b8f8d741f,0,1
1088,864578,2025-10-04T10:53:30,0,409956580000,3052200000,ed4898b617723dff95de436b8f8d741f,0,1
1093,876669,2025-10-04T13:34:00,0,600100000000,3052100000,1b0d8560e407e3f42d8b1b8e610cd897,0,1
1116,905645,2025-10-04T03:30:16,1,20684220000,3047100000,59017fbd6682f2cdead2e9197fc32c5c,0,1
1122,912141,2025-10-04T09:04:42,1,4600001984,3048000000,ce8e4befd4957f4fe724357ab2558710,0,1
1123,912141,2025-10-04T09:04:59,1,31120870000,3049400000,ce8e4befd4957f4fe724357ab2558710,0,1
1129,925584,2025-10-04T13:18:05,0,32212999591,3052800000,eb30fb2764cb6db170407c1f677ba9d8,0,1
1134,935409,2025-10-04T17:10:35,1,163926310000,3052100000,6e07b935596b49178f2033974bc6e9ef,0,1
1144,947346,2025-10-04T10:33:18,1,327546670000,3053000000,81c4a66d5b959a716c3377d3f0db4e34,0,1
1158,971428,2025-10-04T19:40:51,1,98348460000,3050800000,7a4957c1e4e91f70f820a5d0720ecdff,0,1
1167,974879,2025-10-04T08:24:14,0,1626960000,3049300000,89a11dac71930b743fe9e42d4d7ebc93,0,1
1171,977466,2025-10-04T13:17:50,1,32700000000,3053200000,a92f559b4648b28ea6bc2d144b635444,0,1
1174,813,2025-10-03T10:07:02,0,23100000000,3051200000,e48fa5939169926a86ded116e6b496cf,0,1
1187,39575,2025-10-03T16:31:58,1,262570560000,3046900000,da52d508d72f7cd0d5d5117267f867b0,0,1
1447,76809,2025-10-03T08:23:52,0,3222467100000,3050400000,f9fc38094feb0a3737821118ada76141,0,1
1448,76809,2025-10-03T09:00:30,0,15994190000,3052100000,1edc1424ff4afedb842b0347bddb552d,0,1
1449,76809,2025-10-03T09:01:41,0,181018210000,3052000000,1edc1424ff4afedb842b0347bddb552d,1,1
1455,93644,2025-10-03T18:07:21,1,32806240000,3048300000,11fa6efc1a4071b6e6a2628229745648,0,1
1456,100912,2025-10-03T10:36:31,0,50000000000,3050100000,5ed1ef198dd329fdba9235d157dc36ac,0,0
1472,138464,2025-10-03T14:06:27,1,145540000000,3051000000,8a0c90372f17fb4d3b6f76f9b410fc78,0,1
1474,140079,2025-10-03T10:03:23,0,400000000000,3051100000,25a97dd474fbff2954491efd55e2cc07,1,1
1475,140405,2025-10-03T06:00:25,1,2264810000,3046600000,8f8b3653b5255aa907993e81cde6f38f,0,1
1476,140405,2025-10-03T18:06:54,1,4559910000,3048300000,8f8b3653b5255aa907993e81cde6f38f,0,1
1480,148788,2025-10-03T16:11:08,1,32761100000,3052400000,09209adafb9c5d1ba17cb5d01a3c93ed,0,1
1482,151618,2025-10-03T09:59:35,0,150000000000,3052500000,42caa9aaaead731317709242c1d82b1e,0,1
1486,168618,2025-10-03T06:54:16,0,113950000000,3047100000,f1e33482960bd671ea4b56a1feee7f01,0,1
1489,172209,2025-10-03T11:52:10,0,40940000000,3048300000,4ee4cf029ca70ab8502a0221b5c5e781,0,1
1490,172209,2025-10-03T23:07:32,0,3665000000,3051000000,4ee4cf029ca70ab8502a0221b5c5e781,0,1
1517,224087,2025-10-03T13:14:39,1,65582371458,3049600000,1b413ff8197bb0f6788ba9147226af96,1,1
1520,243975,2025-10-03T15:08:19,1,32827785437,3046100000,3dc33127a6f09dda0a9ca8fae42c7c84,1,1
1521,243975,2025-10-03T15:33:10,1,65662037493,3045700000,3dc33127a6f09dda0a9ca8fae42c7c84,1,1
1522,243975,2025-10-03T15:45:15,1,98486589409,3045700000,3dc33127a6f09dda0a9ca8fae42c7c84,1,1
1523,243975,2025-10-03T18:37:43,0,170000000000,3047200000,3dc33127a6f09dda0a9ca8fae42c7c84,1,1
1528,275659,2025-10-03T00:02:16,1,9845426799,3046100000,87c0ed6d6c20bd58f742795af75d25c1,1,1
1530,279716,2025-10-03T15:19:15,1,66312126583,3045400000,e58e463d2eeb30c7c93decfb236968b7,1,1
1535,310754,2025-10-03T18:57:25,1,6562540000,3047600000,4e60fdaa00128d66fc44074ad051c409,0,1
1537,323104,2025-10-03T12:09:18,1,164047376882,3047900000,3d639989b188dfab280b809db9d499ad,1,1
1538,323104,2025-10-03T13:52:50,1,327901105026,3049700000,b8c4fa1f06382edf81a1b95b00e5d53d,1,1
1559,359259,2025-10-03T00:08:26,1,22475960000,3047700000,ec6c0d801b7ed478eaab4cbf8f2090b7,0,1
1565,377853,2025-10-03T23:24:32,1,9832841691,3051000000,2cfe7b9a2020a3040708bc3d001085bb,1,1
1566,377853,2025-10-03T23:53:35,1,9843488532,3046800000,07d533bf06525897ffbc9a40c4cb44b1,1,1
1568,386259,2025-10-03T19:51:41,1,32795480000,3049200000,5266c6f496ac074fdbfdf5c847e601d7,0,1
1576,408687,2025-10-04T00:01:06,1,14778320000,3047300000,3fe1b9f2541c43b0da9d6216d3f092b4,0,1
1599,445045,2025-10-03T00:27:00,1,39359740000,3050000000,e489486fcc82859b3592ae1ecd2aecc2,0,1
1608,468491,2025-10-03T02:34:47,0,3872530000,3049600000,23fd8dcd3dc3f88af198a027f4dc7618,1,1
1616,504455,2025-10-03T10:36:40,0,2000000000,3050400000,e2d288581f38f540e7b167b2af36fd12,0,1
1617,504455,2025-10-03T10:43:29,0,133000000000,3050800000,b9f836e740a4f065c0f4934bb62774b8,0,1
1618,510564,2025-10-03T06:44:09,1,19694080000,3046600000,2410b81b2f6ad660d3109ceee07a37ea,0,1
1619,513940,2025-10-03T18:42:35,1,4920775514,3047400000,b78e9e6f9d64ea2f7a62c2d6cc2ee2b5,1,1
1628,538523,2025-10-03T08:11:11,0,170365000000,3048700000,def31e8d9bb227e0a5826213593fb15d,0,1
1636,550255,2025-10-03T11:40:51,0,35092400000,3048300000,9612c48606e46ad34e7b43258a846009,0,1
1637,550354,2025-10-03T14:32:57,1,327954873409,3049200000,f43b0d9f2797fc0d963e1513e4e0b1e1,1,1
1638,550354,2025-10-03T19:54:21,1,327911857292,3049400000,3a757562a6d4d73f9ade1694dbf4e5bc,1,1
1644,560452,2025-10-03T15:16:30,1,288880000,3045500000,7464264df151e2e3f6e000a7b3aef0b8,0,1
1650,579756,2025-10-03T14:47:56,1,204625980000,3047700000,3f68654a11c3c423d5b604f9670d197c,0,1
1651,579756,2025-10-03T14:48:26,1,2083330000,3048100000,3f68654a11c3c423d5b604f9670d197c,0,1
1654,584926,2025-10-03T15:36:14,1,326657910000,3045500000,292a91e7dfd2c24329ad6302ad44cd94,0,1
1656,587912,2025-10-03T10:34:24,1,19590160000,3051800000,71132d6d265b801659f614679583a23e,0,1
1657,587912,2025-10-04T00:06:15,1,19626190000,3047100000,71132d6d265b801659f614679583a23e,0,1
1662,591329,2025-10-03T14:01:51,0,210000000000,3048900000,73fe1cbcc70f309cc91ec412e3672566,0,1
1663,592478,2025-10-03T10:27:43,1,16391290000,3050400000,a69f2d022214f959ebc814f34fb23ad7,0,1
1671,617347,2025-10-03T05:49:14,1,16411737674,3045100000,6f8fe30f6f9443fa06e344be86108692,1,1
1680,630979,2025-10-03T16:52:54,1,4922710000,3047300000,db5032d3f921d45cca9474254506dbec,0,1
1684,636019,2025-10-03T19:05:14,1,6495840000,3048100000,34aad40c63d6035599babc986c5fa1c7,0,1
1688,647375,2025-10-03T10:34:24,1,88360650000,3051100000,7c9007b3e4dabf016cdb962882275941,0,1
1689,647375,2025-10-03T11:03:39,1,132631230000,3051100000,7c9007b3e4dabf016cdb962882275941,0,1
1690,648679,2025-10-03T21:39:46,1,147386340000,3053200000,659a8a1055e4fb270b6a8ed8e4bef982,0,1
1698,659282,2025-10-03T19:27:55,1,10000000000,3048100000,8835bff4fd658f7704bb7c32a50c3b25,0,1
1705,673184,2025-10-03T11:04:27,1,16414970000,3049600000,a7436862a279c6555bd71d3ce0861dd6,0,1
1709,676498,2025-10-03T07:44:12,1,3934426229,3050000000,de0d68dfd6fadf7e8cbd480663a10e4f,1,1
1710,676498,2025-10-03T15:22:24,1,4267612106,3045800000,83d83fa133950181fc9cad28a24a6a33,1,1
1713,684132,2025-10-03T03:42:59,1,29537249753,3047000000,c773fc746eddbbc7654ed75baff4706a,1,1
1714,686192,2025-10-03T03:29:13,0,117364950000,3045600000,3eeab7a9fc58132f99a2c0d19bc22ce7,0,1
1715,688806,2025-10-03T13:09:15,1,3279110000,3049600000,37a52616912aaf18bbdb46dfd13d99e6,0,1
1716,692464,2025-10-03T14:35:54,1,10166267667,3049300000,1721f77dde56d19d23180952813a2f75,1,1
1723,704519,2025-10-03T22:58:00,1,163848470000,3051600000,109d8f9b2a66d5d46ae70ee695df1661,0,1
