id,user_id,created_at,kind,twd_samount,currency_samount
78,228949,2025-10-24T11:11:29,0,1500000000000,48244119878
79,229218,2025-10-24T13:28:13,1,289500000000,9400000000
80,238294,2025-10-24T11:59:13,1,297100000000,9638703494
81,238759,2025-10-24T08:18:34,0,100000000000,3216066955
82,245802,2025-10-24T13:59:55,1,217200000000,7054568341
83,249985,2025-10-24T13:01:55,0,150000000000,4825191048
84,255030,2025-10-24T10:49:15,0,600000000000,19299517576
85,259322,2025-10-24T04:05:07,0,300000000000,9648200867
86,259322,2025-10-24T16:14:56,0,300000000000,9651628956
87,259631,2025-10-24T13:22:25,0,1510000000000,48573589889
88,261196,2025-10-24T08:00:20,0,37300000000,1199980439
89,274513,2025-10-24T23:10:43,0,750000000000,24132822149
90,275646,2025-10-24T13:50:09,0,32000000000,1029407336
91,288985,2025-10-24T00:03:29,0,1000000000000,32161708038
92,289013,2025-10-24T20:02:46,0,300000000000,9654435569
93,295144,2025-10-24T21:09:54,0,600000000000,19310742939
94,298719,2025-10-24T16:42:33,0,21000000000,675766821
95,301432,2025-10-24T16:55:36,1,3069400000000,100000000000
96,307505,2025-10-24T00:43:10,1,77800000000,2524912386
97,312303,2025-10-24T16:17:59,0,99000000000,3185037555
98,321483,2025-10-24T08:16:26,0,230000000000,7396953998
99,321483,2025-10-24T12:14:19,0,1800000000000,57900422595
100,324412,2025-10-24T02:16:35,0,4000000000000,128630218093
101,325609,2025-10-24T20:14:25,0,998500000000,32132141525
102,328376,2025-10-24T12:02:04,1,2185400000000,70900000026
103,329851,2025-10-24T06:30:36,0,150000000000,4824100433
104,329851,2025-10-24T08:40:19,0,350000000000,11256234345
105,329851,2025-10-24T11:58:08,0,95000000000,3055559593
106,330891,2025-10-24T18:22:02,0,2000000000000,64377464127
107,330891,2025-10-24T18:41:44,0,200000000000,6437746412
108,330891,2025-10-24T19:08:35,0,3500000000000,112667844507
109,332349,2025-10-24T16:57:20,0,32000000000,1029773188
110,337403,2025-10-24T07:32:08,0,159700000000,5136058928
111,339429,2025-10-24T07:44:24,0,5000000000000,160803347797
112,340138,2025-10-24T14:00:08,0,588200000000,18921793608
113,345307,2025-10-24T21:57:36,0,2953800000000,95066787491
114,345307,2025-10-24T22:04:40,0,46200000000,1486879160
115,346716,2025-10-24T11:04:25,0,100000000000,3216274658
116,355650,2025-10-24T12:20:13,0,320000000000,10293408461
117,364362,2025-10-24T20:00:04,0,1490000000000,47950363328
118,364615,2025-10-24T08:04:20,0,2000000000000,64342114745
119,364615,2025-10-24T09:04:48,0,1000000000000,32160669559
120,364615,2025-10-24T10:57:15,0,700000000000,22513922609
121,366692,2025-10-24T00:59:16,0,140000000000,4501766943
122,366912,2025-10-24T10:03:56,1,5131000000000,166500000000
123,367838,2025-10-24T00:17:28,0,3000000000000,96482008678
124,371047,2025-10-24T19:32:12,0,600000000000,19309495032
125,371316,2025-10-24T22:29:10,0,200000000000,6435874491
126,373834,2025-10-24T07:18:12,0,3000000000000,96482008678
127,377396,2025-10-24T01:53:15,0,50000000000,1607877726
128,377396,2025-10-24T11:38:28,0,47800000000,1537428932
129,377396,2025-10-24T21:14:08,0,49000000000,1577094967
130,377396,2025-10-24T21:34:52,0,49000000000,1576942094
131,377957,2025-10-24T17:45:10,0,1000000000000,32181451898
132,379596,2025-10-24T07:18:01,0,579400000000,18633891942
133,379596,2025-10-24T07:18:52,0,10000000000,321606695
134,387601,2025-10-24T02:09:44,0,500000000000,16078777261
135,388032,2025-10-24T13:05:16,0,1000000000000,32167940324
136,388359,2025-10-24T10:20:45,1,36000200000000,1167958991662
137,388359,2025-10-24T10:21:18,1,20000000000,648992440
138,396926,2025-10-24T08:59:53,1,990200000000,32155478168
139,398183,2025-10-24T20:35:05,0,2000000000000,64364983440
140,399809,2025-10-24T12:41:31,1,8525900000000,276779028133
141,402487,2025-10-24T13:10:25,1,917900000000,29803317003
142,404832,2025-10-24T18:58:55,0,100000000000,3219393419
143,414562,2025-10-24T14:51:37,0,32800000000,1055108442
144,414562,2025-10-24T14:53:05,1,32400000000,1055108492
145,414562,2025-10-24T14:54:12,0,31600000000,1016506914
146,415615,2025-10-24T14:44:56,0,300000000000,9650382097
147,416772,2025-10-24T02:07:46,0,308800000000,9930252836
148,417802,2025-10-24T18:15:20,0,2997000000000,96463395086
149,417830,2025-10-24T08:55:39,0,500000000000,16080854019
150,419000,2025-10-24T16:17:33,0,520000000000,16729490191
151,421404,2025-10-24T15:37:05,0,1007000000000,32397301198
152,421404,2025-10-24T17:02:48,0,910000000000,29284175050
153,422788,2025-10-24T08:54:02,0,100000000000,3216170803
154,423616,2025-10-24T13:33:58,0,127000000000,4085328421
155,424487,2025-10-24T14:04:30,0,618700000000,19902947476
156,425332,2025-10-24T13:41:51,1,2984400000000,96902000025
157,427961,2025-10-24T01:39:46,0,300000000000,9646954893
158,434920,2025-10-24T11:02:28,0,5004000000000,160942383913
159,438880,2025-10-24T08:19:44,0,100000000000,3216066955
160,439521,2025-10-24T21:22:31,1,4094000000000,133000000095
161,440828,2025-10-24T17:36:30,0,69000000000,2220520180
162,441341,2025-10-24T00:52:14,0,2850000000000,91657908244
163,441534,2025-10-24T03:53:13,0,35000000000,1125623434
164,441534,2025-10-24T22:26:39,0,55000000000,1769922667
165,444859,2025-10-24T16:45:40,0,8000000000000,257443297148
166,446763,2025-10-24T08:00:12,0,60000000000,1930263442
167,446763,2025-10-24T21:14:56,0,100800000000,3244309648
168,447119,2025-10-24T17:55:41,0,46200000000,1486831117
169,449097,2025-10-24T12:28:18,1,495700000000,16086461144
170,449444,2025-10-24T07:15:16,0,300000000000,9648200867
171,453601,2025-10-24T15:17:48,0,59000000000,1898092384
172,453601,2025-10-24T21:56:09,0,59000000000,1898767011
173,453601,2025-10-24T23:04:54,0,99000000000,3185532523
174,455606,2025-10-24T14:29:35,0,330000000000,10616448932
175,455606,2025-10-24T20:35:44,0,300000000000,9654747516
176,455721,2025-10-24T03:56:07,0,10000000000000,321606695594
177,462343,2025-10-24T13:10:35,0,10000000000000,321679403240
178,462748,2025-10-24T16:15:54,1,3072200000000,99770000004
179,465382,2025-10-24T16:01:17,0,54000000000,1737349329
180,465382,2025-10-24T18:42:55,0,10000000000,321887320
181,469660,2025-10-24T12:39:20,0,5000000000000,160834507210
182,473385,2025-10-24T10:24:00,0,469600000000,15102556406
183,473385,2025-10-24T10:49:42,0,469500000000,15101872503
184,474170,2025-10-24T08:45:55,0,3000000000000,96482008678
185,477534,2025-10-24T12:40:41,1,406600000000,13200000000
186,479533,2025-10-24T23:29:45,0,400000000000,12871670304
187,482978,2025-10-24T01:04:24,0,108500000000,3488644125
188,483077,2025-10-24T09:09:29,0,50000000000,1608033477
189,483390,2025-10-24T10:37:40,1,15700000000,510713710
190,483977,2025-10-24T16:48:50,0,60000000000,1930824728
191,485684,2025-10-24T22:26:24,0,3500000000000,112631442502
192,486751,2025-10-24T20:06:06,0,200000000000,6436290379
193,491098,2025-10-24T18:13:02,1,255600000000,8303208278
194,491663,2025-10-24T20:03:19,0,393900000000,12676273902
195,493484,2025-10-24T11:37:42,0,1150000000000,36980956791
196,493484,2025-10-24T11:45:15,0,100000000000,3216378519
197,499032,2025-10-24T17:54:16,1,702300000000,22809523481
198,505111,2025-10-24T12:10:42,0,100000000000,3216482387
199,505111,2025-10-24T12:57:20,0,202000000000,6498133813
200,505324,2025-10-24T02:51:47,0,161800000000,5203596334
201,505714,2025-10-24T13:09:19,0,500000000000,16083970162
202,505714,2025-10-24T13:11:13,0,50000000000,1608397016
203,508268,2025-10-24T16:04:42,0,87900000000,2828109984
204,511705,2025-10-24T19:27:39,1,923300000000,30000000061
205,511744,2025-10-24T11:00:38,0,1560000000000,50173884673
206,511744,2025-10-24T17:29:08,0,938000000000,30186201880
207,520114,2025-10-24T08:24:45,1,781200000000,25358910000
208,521531,2025-10-24T00:27:08,0,1000000000000,32160669559
209,521531,2025-10-24T12:06:11,0,500000000000,16082411939
210,523521,2025-10-24T00:10:42,1,3693100000000,119838961604
211,530075,2025-10-24T10:18:35,0,300000000000,9649447163
212,532008,2025-10-24T23:09:17,0,310900000000,10003859208
213,532506,2025-10-24T19:00:46,0,300000000000,9658492448
214,537276,2025-10-24T09:51:48,0,100000000000,3216482387
215,537476,2025-10-24T22:46:29,0,68500000000,2204287013
216,539001,2025-10-24T01:36:25,0,110000000000,3536988409
217,539001,2025-10-24T02:04:54,0,200000000000,6431510904
218,539001,2025-10-24T05:40:31,0,210000000000,6753522540
219,539001,2025-10-24T06:04:20,0,210000000000,6753740607
220,539001,2025-10-24T07:24:42,0,200000000000,6432133911
221,539001,2025-10-24T08:05:03,0,210000000000,6755922048
222,539001,2025-10-24T16:15:11,0,110000000000,3538930617
223,539183,2025-10-24T01:15:18,0,510000000000,16394956070
224,539183,2025-10-24T23:15:53,0,600000000000,19307623473
225,539183,2025-10-24T23:40:16,0,1010000000000,32507467705
226,539252,2025-10-24T15:27:09,1,756400000000,24580000025
227,540651,2025-10-24T21:32:24,0,100000000000,3218249172
228,542455,2025-10-24T12:00:21,0,1400000000000,45030753431
229,543137,2025-10-24T10:51:16,0,8000000000000,257326901018
230,544663,2025-10-24T15:04:21,0,110000000000,3538016371
231,544663,2025-10-24T21:39:37,0,100000000000,3218249172
232,546759,2025-10-24T05:40:51,0,216000000000,6946480327
233,547056,2025-10-24T08:50:03,0,310000000000,9969807563
234,547546,2025-10-24T14:55:36,0,300000000000,9649135559
235,550288,2025-10-24T04:33:19,1,210300000000,6826172187
236,552946,2025-10-24T02:18:56,0,34000000000,1093356853
237,553324,2025-10-24T02:09:58,0,1000000000000,32157554523
238,553955,2025-10-24T22:09:05,0,50000000000,1609124586
239,553955,2025-10-24T22:25:45,0,50000000000,1609020607
240,555345,2025-10-24T00:29:36,0,598500000000,19248160731
241,556970,2025-10-24T03:12:13,0,90000000000,2894460260
242,557104,2025-10-24T02:33:31,1,2013000000000,65334367600
243,557232,2025-10-24T04:18:04,0,15000000000,482410043
244,557232,2025-10-24T04:22:32,0,30000000000,964820086
245,557232,2025-10-24T04:25:54,0,150000000000,4824100433
246,559679,2025-10-24T22:16:31,1,3080700000000,100000000000
247,560319,2025-10-24T09:40:24,0,50000000000,1608293131
248,561252,2025-10-24T12:44:31,1,630800000000,20505000072
249,561271,2025-10-24T18:38:54,0,2500000000000,80471830159
250,561728,2025-10-24T10:35:03,0,49000000000,1576178170
251,561728,2025-10-24T18:05:45,1,307900000000,10000000000
252,562604,2025-10-24T00:41:45,0,978500000000,31469215163
253,563039,2025-10-24T12:33:55,0,200000000000,6433795854
254,564001,2025-10-24T07:13:03,0,100000000000,3216066955
255,564178,2025-10-24T03:00:15,0,70000000000,2251246869
256,564971,2025-10-24T02:11:24,0,500000000000,16078777261
257,565830,2025-10-24T19:48:02,1,19836400000000,644512695461
258,565975,2025-10-24T14:48:08,1,320100000000,10400000000
259,565997,2025-10-24T04:07:06,0,273500000000,8795943124
260,566234,2025-10-24T23:14:46,0,779300000000,25080626183
261,566506,2025-10-24T16:48:57,0,138800000000,4466641205
262,566537,2025-10-24T02:31:05,1,55592300000000,1804228918076
263,566913,2025-10-24T08:47:50,0,87700000000,2820490720
264,569709,2025-10-24T14:57:41,1,320000000000,10396577059
265,569800,2025-10-24T14:04:44,0,100000000000,3216897927
266,570162,2025-10-24T21:30:05,0,400000000000,12872996688
267,573226,2025-10-24T17:35:22,0,50000000000,1609072594
268,575458,2025-10-24T21:38:39,0,50000000000,1609124586
269,575528,2025-10-24T03:01:01,0,299000000000,9616040198
270,576061,2025-10-24T18:10:16,1,307300000000,9980620082
271,576148,2025-10-24T00:42:18,0,699600000000,22500330943
272,577275,2025-10-24T00:29:17,1,66000000000,2142000000
273,577490,2025-10-24T01:33:15,0,100000000000,3215340208
274,577612,2025-10-24T00:22:24,0,370000000000,11899447736
275,577612,2025-10-24T00:48:11,0,300000000000,9648512411
276,577612,2025-10-24T04:35:28,0,100000000000,3216066955
277,579781,2025-10-24T12:49:08,0,2005600000000,64513937532
278,580041,2025-10-24T18:42:16,0,70000000000,2253211244
279,580230,2025-10-24T21:33:08,1,1772800000000,57574991667
280,580567,2025-10-24T00:55:43,0,3000000000000,96478893441
281,582280,2025-10-24T20:17:58,0,450000000000,14481185464
282,582808,2025-10-24T10:46:41,0,1500000000000,48248793940
283,584600,2025-10-24T21:48:02,0,3000000000000,96547475161
284,585880,2025-10-24T12:29:11,0,300000000000,9650070432
285,585982,2025-10-24T20:59:59,1,874500000000,28415000000
286,587689,2025-10-24T21:46:05,0,150000000000,4827373758
287,588273,2025-10-24T18:36:29,1,24200000000,787389886
288,589906,2025-10-24T12:19:13,0,10000000000000,321669014421
289,590393,2025-10-24T14:30:00,1,2038000000000,66177635600
290,590393,2025-10-24T17:30:17,0,470000000000,15125282392
291,591992,2025-10-24T05:01:38,0,196800000000,6329219769
292,591992,2025-10-24T23:25:54,0,95800000000,3083462518
293,592657,2025-10-24T14:59:49,0,220000000000,7076032743
294,592657,2025-10-24T20:19:15,0,300000000000,9654123643
295,593841,2025-10-24T19:04:33,0,1000000000000,32194974828
296,593894,2025-10-24T15:55:13,1,495500000000,16091000000
297,593894,2025-10-24T16:13:45,0,53600000000,1724424373
298,594387,2025-10-24T15:58:11,0,50000000000,1608864664
299,594839,2025-10-24T16:33:59,0,5000000000000,160860482614
300,594937,2025-10-24T19:31:37,1,307700000000,10000000000
301,596569,2025-10-24T00:12:13,0,359700000000,11568192840
302,596569,2025-10-24T17:41:50,1,605800000000,19677250540
303,597083,2025-10-24T22:43:54,0,300000000000,9652876138
304,599316,2025-10-24T09:26:55,0,398900000000,12829719612
305,599316,2025-10-24T10:36:27,0,298500000000,9599900100
306,599316,2025-10-24T15:08:10,0,194000000000,6239774328
307,599316,2025-10-24T15:37:06,0,298500000000,9603370812
308,599316,2025-10-24T18:01:14,0,95500000000,3073427959
309,600892,2025-10-24T16:22:14,0,100000000000,3217209652
310,604796,2025-10-24T00:14:50,0,150000000000,4824256205
311,605527,2025-10-24T11:12:31,0,100000000000,3216274658
312,605527,2025-10-24T16:47:31,0,28800000000,926795869
313,605694,2025-10-24T00:56:19,0,427400000000,13743695071
314,605694,2025-10-24T01:00:55,0,39900000000,1283003578
315,608626,2025-10-24T19:44:59,0,1000000000000,32181451898
316,608993,2025-10-24T14:11:39,0,138000000000,4439462523
317,614667,2025-10-24T12:53:18,1,508200000000,16500000000
318,614700,2025-10-24T15:38:05,0,1000000000000,32172096522
319,614856,2025-10-24T16:29:32,0,500000000000,16086048261
320,616295,2025-10-24T20:33:11,0,110000000000,3540074089
321,616535,2025-10-24T11:58:42,1,1900000000000,61638280617
322,616535,2025-10-24T22:44:53,0,250000000000,8044063448
323,616535,2025-10-24T22:59:10,0,250000000000,8044063448
324,616535,2025-10-24T23:11:28,0,316400000000,10182869401
325,616535,2025-10-24T23:34:02,0,343300000000,11047111038
326,616535,2025-10-24T23:46:59,0,340000000000,10943107940
327,617797,2025-10-24T23:07:12,0,10000000000000,321770961990
328,619335,2025-10-24T18:57:41,0,1980800000000,63769744861
329,620754,2025-10-24T14:43:02,0,20000000000,643275703
330,620754,2025-10-24T14:45:00,0,12500000000,402099254
331,621207,2025-10-24T15:30:03,0,4990000000000,160538761649
332,621639,2025-10-24T22:45:47,0,490000000000,15767892503
333,623205,2025-10-24T22:03:09,0,100000000000,3218353160
334,624014,2025-10-24T00:07:17,0,118000000000,3794959008
335,624327,2025-10-24T23:29:17,0,400000000000,12871748982
336,625031,2025-10-24T23:55:33,0,230000000000,7403169122
337,625031,2025-10-24T23:55:51,1,237100000000,7699331493
338,625186,2025-10-24T01:43:57,0,1700000000000,54666077730
339,625186,2025-10-24T16:19:20,0,700000000000,22520467566
340,625337,2025-10-24T10:45:45,1,1593400000000,51700000037
341,626823,2025-10-24T13:50:48,0,200000000000,6433795854
342,627503,2025-10-24T23:28:29,0,100000000000,3219289363
343,628064,2025-10-24T15:41:44,0,70000000000,2252046756
344,628480,2025-10-24T20:43:50,0,550000000000,17700942385
345,628640,2025-10-24T12:44:28,0,4000000000000,128667605768
346,628734,2025-10-24T19:18:34,0,1984900000000,63895544160
347,628734,2025-10-24T19:18:48,0,15100000000,486081272
348,628927,2025-10-24T12:21:49,0,2000000000000,64333802884
349,629611,2025-10-24T18:01:05,0,100000000000,3218249172
350,629685,2025-10-24T22:30:04,0,1200000000000,38615246947
351,629931,2025-10-24T11:00:20,1,1197200000000,38849858448
352,630150,2025-10-24T19:44:34,0,328000000000,10555516222
353,630856,2025-10-24T15:54:58,0,2000000000000,64348350050
354,630874,2025-10-24T12:12:40,1,846400000000,27462436780
355,631769,2025-10-24T11:49:48,0,2000000000000,64327570397
356,638512,2025-10-24T06:45:09,0,204500000000,6577069293
357,639358,2025-10-24T02:49:58,0,751000000000,24152662839
358,640424,2025-10-24T11:48:34,0,320000000000,10292411263
359,641580,2025-10-24T03:40:54,0,70700000000,2273759337
360,641580,2025-10-24T06:02:49,0,12100000000,389194368
361,641740,2025-10-24T15:22:51,1,1847500000000,60000000004
362,641893,2025-10-24T14:56:57,0,300000000000,9649135559
363,642119,2025-10-24T02:41:27,0,2010000000000,64642945814
364,642119,2025-10-24T14:23:20,0,2000000000000,64337958546
365,642183,2025-10-24T04:37:09,0,2000000000000,64321339118
366,642947,2025-10-24T19:48:00,0,200000000000,6436290379
367,643530,2025-10-24T18:14:06,0,47500000000,1528865954
368,643686,2025-10-24T04:22:32,0,2485100000000,79922479922
369,646105,2025-10-24T00:57:52,1,389400000000,12640095500
370,647515,2025-10-24T22:28:48,0,127900000000,4115741737
371,649710,2025-10-24T21:36:37,0,51300000000,1650961825
372,649710,2025-10-24T21:37:54,0,20000000000,643649834
373,649960,2025-10-24T20:44:08,0,2997000000000,96450927686
374,650625,2025-10-24T19:47:41,0,105000000000,3379052449
375,650625,2025-10-24T20:02:41,0,105000000000,3379052449
376,650625,2025-10-24T23:30:33,0,105000000000,3378813454
377,654210,2025-10-24T00:35:46,0,405000000000,13025071171
378,654769,2025-10-24T19:44:08,1,702100000000,22796090497
379,657416,2025-10-24T13:47:17,0,400000000000,12867591709
380,657727,2025-10-24T13:07:06,0,170000000000,5468549855
381,660261,2025-10-24T02:46:59,0,300000000000,9648200867
382,662380,2025-10-24T00:56:12,0,97000000000,3119182082
383,662380,2025-10-24T18:31:40,0,98500000000,3170282741
384,663709,2025-10-24T13:16:42,0,1200000000000,38601528388
385,663709,2025-10-24T16:36:52,0,400000000000,12868838609
386,664682,2025-10-24T20:32:31,0,2010000000000,64686808358
387,665211,2025-10-24T18:54:25,0,315000000000,10141089272
388,665349,2025-10-24T00:28:31,0,32000000000,1029141425
389,667319,2025-10-24T13:57:52,0,1000000000000,32168979273
390,668631,2025-10-24T03:20:14,1,32000000000,1040217909
391,668845,2025-10-24T19:35:20,0,330000000000,10619879126
392,670684,2025-10-24T22:35:02,0,110000000000,3538930617
393,671412,2025-10-24T19:15:31,0,500000000000,16095406358
394,671412,2025-10-24T20:18:26,0,500000000000,16090206071
395,672090,2025-10-24T10:36:41,0,298500000000,9601820080
396,676163,2025-10-24T03:30:54,0,100000000000,3216066955
397,677806,2025-10-24T16:19:16,1,46100000000,1500000000
398,679125,2025-10-24T16:24:58,0,199000000000,6402247208
399,681209,2025-10-24T10:54:52,0,800000000000,25732690101
400,682107,2025-10-24T00:49:29,0,1000000000000,32160669559
401,686174,2025-10-24T22:53:48,0,1000000000000,32183531609
402,686368,2025-10-24T07:11:43,1,1231900000000,39980021865
403,689507,2025-10-24T16:49:53,0,1100000000000,35398453357
404,689803,2025-10-24T19:08:23,0,307600000000,9901893991
405,690036,2025-10-24T16:50:06,1,614300000000,19960006316
406,692257,2025-10-24T16:46:55,0,600000000000,19308247286
407,694740,2025-10-24T07:40:56,1,612900000000,19892887900
408,694740,2025-10-24T13:26:42,0,300000000000,9650382097
409,694740,2025-10-24T15:09:44,0,100000000000,3216378519
410,695106,2025-10-24T12:36:39,0,34200000000,1100143559
411,695106,2025-10-24T14:49:01,0,62200000000,2000587439
412,695192,2025-10-24T15:50:04,0,1065000000000,34262176101
413,695391,2025-10-24T11:20:35,1,1075700000000,34900000000
414,696751,2025-10-24T09:02:28,0,9900000000000,318380348355
415,696790,2025-10-24T09:23:18,0,42600000000,1370133004
416,697778,2025-10-24T23:43:28,0,498500000000,16044527377
417,697914,2025-10-24T04:06:15,0,31500000000,1013061091
418,697914,2025-10-24T04:22:25,0,15000000000,482410043
419,697914,2025-10-24T04:37:24,0,17000000000,546731382
420,698613,2025-10-24T20:49:43,0,1000000000000,32217885694
421,700630,2025-10-24T13:11:07,0,105700000000,3400041482
422,701045,2025-10-24T16:11:55,0,1300000000000,41823725479
423,701152,2025-10-24T01:55:11,0,2600000000000,83609641760
424,701258,2025-10-24T05:05:14,1,85500000000,2777738117
425,701258,2025-10-24T06:50:43,0,55000000000,1768893942
426,701661,2025-10-24T21:41:45,1,317200000000,10300634357
427,702112,2025-10-24T00:51:18,0,20000000000000,643213391188
428,702834,2025-10-24T12:40:32,0,500000000000,16083450721
429,705007,2025-10-24T09:50:21,0,200000000000,6432964775
430,705417,2025-10-24T19:50:58,0,10000000000000,321814518983
431,707961,2025-10-24T16:08:51,1,319900000000,10400000023
432,708812,2025-10-24T16:42:26,0,50000000000,1608968622
433,710421,2025-10-24T16:13:05,0,1000000000000,32172096522
434,711498,2025-10-24T22:40:59,0,300000000000,9652876138
435,712982,2025-10-24T04:28:11,1,489900000000,15900000001
436,713863,2025-10-24T11:56:29,0,2300000000000,73976705957
437,713890,2025-10-24T01:32:53,0,200000000000,6430680416
438,713890,2025-10-24T22:32:15,0,100000000000,3217313574
439,714904,2025-10-24T13:29:21,0,1000000000000,32168979273
440,715283,2025-10-24T20:49:17,0,98500000000,3173461740
441,715283,2025-10-24T21:04:45,0,149000000000,4795656126
442,715283,2025-10-24T22:40:04,0,49000000000,1576432729
443,715603,2025-10-24T19:48:51,1,616000000000,20000000000
444,715603,2025-10-24T19:57:58,1,234100000000,7600000000
445,715662,2025-10-24T12:49:32,1,304900000000,9900000000
446,717427,2025-10-24T23:03:38,0,500000000000,16088126897
447,718435,2025-10-24T14:18:57,1,2369400000000,76940729972
448,720376,2025-10-24T07:29:26,1,321000000000,10420540037
449,722774,2025-10-24T20:39:57,1,12206000000000,396604508300
450,728854,2025-10-24T06:44:30,1,4621300000000,150000000000
451,728934,2025-10-24T15:30:58,0,2770000000000,89098887611
452,729081,2025-10-24T13:50:32,0,316800000000,10191132633
453,729127,2025-10-24T01:02:39,0,60000000000,1929204124
454,729127,2025-10-24T16:15:09,0,100000000000,3217209652
455,730957,2025-10-24T22:09:06,0,29998100000000,965413604878
456,733520,2025-10-24T12:34:39,0,150000000000,4824567779
457,735230,2025-10-24T10:15:58,0,23200000000,746074699
458,736608,2025-10-24T00:52:31,0,397000000000,12767785815
459,736608,2025-10-24T23:35:11,0,211400000000,6802677756
460,740774,2025-10-24T14:13:19,0,210000000000,6755703840
461,743779,2025-10-24T23:46:02,0,100000000000,3218561158
